,Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl,License_type_cl,Location (Region),Location_state_cl,Year
151,,0.0809,,2014-09-09,0605/2010,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2015-09-08,Bhamaw,SinKhan,,Small,,Kachin,2014-15
152,,0.2003,,2015-02-04,0117/2011,Iron,"Jade King Mining Co.,Ltd",DOM,2016-02-03,WaiMawm,KanTawYan,,Small,,Kachin,2014-15
153,,0.2003,,2015-02-04,0118/2011,Iron,"Jade King Mining Co.,Ltd",DOM,2016-02-03,WaiMaw,KanTawYan,,Small,,Kachin,2014-15
154,,0.2003,,2015-02-04,0119/2011,Iron,"Jade King Mining Co.,Ltd",DOM,2016-02-03,WaiMaw,KanTawYan,,Small,,Kachin,2014-15
155,,0.2003,,2015-03-25,0325/2011,Iron,"San Linn International Export & Import Co.,Ltd",DOM,2016-03-24,Chipway,LanYan,,Small,,Kachin,2014-15
156,,0.2003,,2015-03-29,0343/2011,Tin and Tungsten,"Alwan Toung Mining Co.,Ltd",DOM,2016-03-28,Chipway,Femaw/ Laigun,,Small,,Kachin,2014-15
157,,0.2003,,2015-03-29,0344/2011,Tin and Tungsten,"Alwan Toung Mining Co.,Ltd",DOM,2016-03-28,Chipway,Femaw/ Laigun,,Small,,Kachin,2014-15
158,,0.2003,,2015-03-29,0345/2011,Tin and Tungsten,"Alwan Toung Mining Co.,Ltd",DOM,2016-03-28,Chipway,Femaw/ Laigun,,Small,,Kachin,2014-15
159,,0.2003,,2015-03-29,0346/2011,Tin and Tungsten,"Alwan Toung Mining Co.,Ltd",DOM,2016-03-28,Chipway,Femaw/ Laigun,,Small,,Kachin,2014-15
160,,0.2003,,2015-03-29,0353/2011,Lead and Zinc,"San Linn International Export & Import Co.,Ltd",DOM,2016-03-28,Chipway,PanWa-1,,Small,,Kachin,2014-15
161,,0.2003,,2015-03-29,0354/2011,Lead and Zinc,"San Linn International Export & Import Co.,Ltd",DOM,2016-03-28,Chipway,PanWa-2,,Small,,Kachin,2014-15
162,,0.2003,,2015-03-29,0355/2011,Lead and Zinc,"San Linn International Export & Import Co.,Ltd",DOM,2016-03-28,Chipway,PanWa-4,,Small,,Kachin,2014-15
163,,0.2003,,2013-12-30,0003/2012,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
164,,0.2003,,2013-12-30,0004/2012,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
165,,0.2003,,2013-12-30,0007/2014,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
166,,0.2003,,2013-12-30,0008/2014,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
167,,0.2003,,2013-12-30,0009/2014,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
168,,0.2003,,2013-12-30,0010/2014,"Lead, Zinc and Copper","Shaw SaPar Mining Co.,Ltd",DOM,2016-12-29,Bhamaw,SinKhan,,Small,,Kachin,2014-15
169,,0.2003,,2014-04-09,0021/2014,Lead and Zinc,"La Pyae Wun Gold Mining Co.,Ltd",DOM,2017-04-08,KhangLanPue,Shie Lan Dan,,Small,,Kachin,2014-15
170,,0.2003,,2014-04-23,0127/2014,Lead and Zinc,"San Linn International Export & Import Co.,Ltd",DOM,2017-04-22,Chipway,LanJaw,,Small,,Kachin,2014-15
171,,0.2003,,2014-04-23,0128/2014,Lead and Zinc,"San Linn International Export & Import Co.,Ltd",DOM,2017-04-22,Chipway,LanJaw,,Small,,Kachin,2014-15
172,,0.2003,,2014-08-19,0223/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-1,,Small,,Kachin,2014-15
173,,0.1578,,2014-08-19,0224/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-2,,Small,,Kachin,2014-15
174,,0.1578,,2014-08-19,0225/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-3,,Small,,Kachin,2014-15
175,,0.1599,,2014-08-19,0226/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-4,,Small,,Kachin,2014-15
176,,0.1599,,2014-08-19,0227/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-5,,Small,,Kachin,2014-15
177,,0.2003,,2014-08-19,0228/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-6,,Small,,Kachin,2014-15
178,,0.1599,,2014-08-19,0229/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-7,,Small,,Kachin,2014-15
179,,0.1599,,2014-08-19,0230/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-8,,Small,,Kachin,2014-15
180,,0.1599,,2014-08-19,0231/2014,Lead and Zinc,"Myanmar Golden Tiger Industries Co.,Ltd",DOM,2017-08-18,SoukLaw,KyeeDuKhar-9,,Small,,Kachin,2014-15
181,,0.0809,,2011-02-07,0170/2011,Gold,"Shwe Aung Mi Co.,Ltd",DOM,2014-02-06,TaNaing,DaLu,,Small,,Kachin,2014-15
182,,0.0809,,2014-10-09,0112/2009,Gold,"Shwe Pyae Phyo Co.,Ltw",DOM,2015-08-16,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
183,,0.0809,,2014-10-09,0176/2009,Gold,"Shwe Pyae Phyo Co.,Ltw",DOM,2015-08-16,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
184,,0.0809,,2011-01-18,0024/2011,Gold,"Shwe Moe Thwun Aung Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
185,,0.0809,,2011-01-18,0025/2011,Gold,"Shwe Moe Thwun Aung Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
186,,0.0809,,2011-01-18,0026/2011,Gold,"Shwe Moe Thwun Aung Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
187,,0.0809,,2011-01-18,0093/2011,Gold,"Jade Land Myanmar Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
188,,0.0809,,2011-01-18,0094/2011,Gold,"Jade Land Myanmar Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
189,,0.0809,,2011-01-18,0095/2011,Gold,"Jade Land Myanmar Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
190,,0.0809,,2015-02-25,0192/2012,Gold,"San Linn International Export & Import Co.,Ltd",DOM,2016-02-24,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
191,,0.0809,,2013-09-05,0166/2012,Gold,"ThanKhin Sit Co.,Ltd",DOM,2014-09-04,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
192,,0.0809,,2013-11-25,0379/2011,Gold,"Shwe Moe Thwun Aung Co.,Ltd",DOM,2015-11-24,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
193,,0.0809,,2013-08-20,0131/2012,Gold,"U Khin Maung Myint Co.,Ltd",DOM,2014-08-19,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
194,,0.0809,,2013-08-20,0130/2012,Gold,"Lone Sein Co.,Ltd",DOM,2015-08-19,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
195,,0.0809,,2013-11-08,0219/2012,Gold,"Shwe Phyo Kwel Co.,Ltd",DOM,2014-11-07,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
196,,0.0809,,2011-01-18,0092/2011,Gold,"Jade Land Myanmar Co.,Ltd",DOM,2014-01-17,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
197,,0.0809,,2014-08-27,0548/2010,Gold,"Htoo Ko Ko Co.,Ltd1",DOM,2015-08-26,Bhamaw,SinKhan,,Small,,Kachin,2014-15
198,,0.0809,,2011-03-24,0269/2011,Gold,"Khant Nyar Co.,Ltd",DOM,2014-03-23,Bhamaw,SinKhan,,Small,,Kachin,2014-15
199,,0.0809,,2011-02-07,0128/2011,Gold,"Nyan Chan Yadanar Co.,Ltd",DOM,2014-02-06,PharKant,HungPar,,Small,,Kachin,2014-15
200,,0.0809,,2011-02-07,0136/2011,Gold,"San Shwin Industries Co.,Ltd",DOM,2014-02-06,PharKant,HungPar,,Small,,Kachin,2014-15
201,,0.0809,,2012-02-08,0037/2012,Gold,"Asint Myint Adin Co.,Ltd",DOM,2015-02-07,PharKant,HungPar,,Small,,Kachin,2014-15
202,,0.0809,,2012-02-08,0038/2012,Gold,"Asint Myint Adin Co.,Ltd",DOM,2015-02-07,PharKant,HungPar,,Small,,Kachin,2014-15
203,,0.0809,,2013-09-05,0167/2012,Gold,"Mingalar Shwe Moe Co.,Ltd",DOM,2014-09-04,SaltLaw,KwanPan,,Small,,Kachin,2014-15
204,,0.0809,,2014-09-05,0168/2012,Gold,"Gold Season Private Co.,Ltd",DOM,2015-09-04,ShweGu,KSG-46,,Small,,Kachin,2014-15
205,,0.0809,,2014-02-06,0037/2013,Gold,"Shwe Phyo Kwel Co.,Ltd",DOM,2015-02-05,Bhamaw,KBM-3A,,Small,,Kachin,2014-15
206,,0.0809,,2014-10-02,0168/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
207,,0.0809,,2014-10-02,0169/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
208,,0.0809,,2014-10-02,0170/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
209,,0.0809,,2014-10-02,0171/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
210,,0.0809,,2014-10-02,0172/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
211,,0.0809,,2014-10-02,0173/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
212,,0.0809,,2014-10-02,0174/2013,Gold,"Sea Sun Star Co.,Ltd",DOM,2015-10-01,Tanaing,MiKhun,,Small,,Kachin,2014-15
213,,0.0809,,2014-01-15,0031/2014,Gold,"Bright Golden Spider Co.,Ltd",DOM,2015-01-14,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
214,,0.0809,,2014-03-26,0117/2014,Gold,"Thiri Phyo Wai Production Co.,Ltd",DOM,2015-03-25,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
215,,0.0809,,2014-03-26,0123/2014,Gold,"LanJawBwan Co.,Ltd",DOM,2015-03-25,Waingmaw,ShuNgwe,,Small,,Kachin,2014-15
216,,0.0809,,2014-07-17,0208/2014,Gold,"Thiri Phyo Wai Production Co.,Ltd",DOM,2015-07-16,TaNaing,ShinbweYan,,Small,,Kachin,2014-15
217,,0.0809,,2014-08-13,0233/2014,Gold,"One Million Jade Star Co.,Ltd",DOM,2015-08-12,Bhamaw,SinKhan,,Small,,Kachin,2014-15
218,,0.0809,,2014-08-13,0234/2014,Gold,"One Million Jade Star Co.,Ltd",DOM,2015-08-12,Bhamaw,SinKhan,,Small,,Kachin,2014-15
219,,0.0809,,2014-09-17,0240/2014,Gold,"Kan Lin Thu Co.,Ltd",DOM,2014-09-16,MoeNyhin,KarDu,,Small,,Kachin,2014-15
220,,0.0809,,2014-10-15,0265/2014,Gold,"Hlaing Aung Pwar Co.,Ltd",DOM,2015-10-14,IngyanYan,KaNanSwan,,Small,,Kachin,2014-15
221,,0.0809,,2014-11-12,0274/2014,Gold,"Buu Young Co.,Ltd",DOM,2015-11-11,Waingmaw,Mandaung,,Small,,Kachin,2014-15
222,,0.0809,,2014-12-03,0285/2014,Gold,"Myanamr Acedemy International Co.,Ltd",DOM,2015-12-02,Waingmaw,PhonTan Taung,,Small,,Kachin,2014-15
223,,0.0121,,2014-12-24,0301/2014,Gold,National ,DOM,2015-12-23,PharKant,HungPar,,Small,,Kachin,2014-15
224,,0.0809,,2015-01-21,0020/2015,Gold,"Mahar Shwe Zabuu Co.,ltd",DOM,2016-01-20,Man Si,KMS-13,,Small,,Kachin,2014-15
225,,0.0809,,2015-01-21,0021/2015,Gold,"Mahar Shwe Zabuu Co.,ltd",DOM,2016-01-20,Man Si,KMS-18,,Small,,Kachin,2014-15
226,,0.0809,,2015-01-21,0022/2015,Gold,"Mahar Shwe Zabuu Co.,ltd",DOM,2016-01-20,Man Si,KSG-23,,Small,,Kachin,2014-15
227,,0.0809,,2015-02-04,0050/2015,Gold,"San Linn International Export & Import Co.,Ltd",DOM,2016-02-03,Waingmaw,KWM-87,,Small,,Kachin,2014-15
228,,0.0809,,2015-02-04,0051/2015,Gold,"San Linn International Export & Import Co.,Ltd",DOM,2016-02-03,Waingmaw,KWM-91,,Small,,Kachin,2014-15
229,,0.0809,,2015-02-11,0056/2015,Gold,"ShwesomThike Co.,Ltd",DOM,2016-02-10,Waingmaw,‌KWM-109,,Small,,Kachin,2014-15
230,,0.0809,,2015-02-19,0058/2015,Gold,"La Pyae Wun Gold Mining Co.,Ltd",DOM,2016-02-18,KaungLan Fu,KKLP-3,,Small,,Kachin,2014-15
231,,0.2003,,2014-02-19,0023/2012,Coal,"Sein Chi Lin Mining Co.,Ltd",DOM,2015-04-26,MinBu,Padaung,,Small,,Magway,2014-15
232,,0.2003,,2014-02-19,0024/2012,Coal,"Sein Chi Lin Mining Co.,Ltd",DOM,2015-04-26,MinBu,Padaung,,Small,,Magway,2014-15
233,,0.2313,,2012-04-27,0025/2012,Coal,"People Plus Mining Co.,Ltd",DOM,2015-04-26,MinHla,KyetSuKone,,Small,,Magway,2014-15
234,,0.2313,,2012-04-27,0026/2012,Coal,"People Plus Mining Co.,Ltd",DOM,2015-04-26,MinHla,KyetSuKone,,Small,,Magway,2014-15
235,,0.0162,,2012-08-20,0034/2012,Coal,"Yaung Ni Mining Co.,Ltd",DOM,2015-08-19,MinHla,Satpyar(1),,Small,,Magway,2014-15
236,,0.0162,,2012-08-20,0035/2012,Coal,"Yaung Ni Mining Co.,Ltd",DOM,2015-08-19,MinHla,Satpyar(1),,Small,,Magway,2014-15
237,,0.0324,,2012-08-20,0036/2012,Coal,"Yaung Ni Mining Co.,Ltd",DOM,2015-08-19,MinHla, KineNge,,Small,,Magway,2014-15
238,,0.0202,,2012-08-20,0037/2012,Coal,"Yaung Ni Mining Co.,Ltd",DOM,2015-08-19,MinHla,ShanTat,,Small,,Magway,2014-15
239,,0.2003,,2013-03-13,0004/2013,Coal,"Myint Myat Chan Aye Co.,Ltd",DOM,2016-03-12,MinBu,Thanpayagaing,,Small,,Magway,2014-15
240,,0.2003,,2013-03-13,0005/2013,Coal,"Myint Myat Chan Aye Co.,Ltd",DOM,2016-03-12,Minbu,Thanpayagaing,,Small,,Magway,2014-15
241,,0.2003,,2013-02-27,0006/2013,Coal,"Soe Yandarnar Oo Co.,Ltd",DOM,2016-02-26,MinHla,Kantoke,,Small,,Magway,2014-15
242,,0.2003,,2013-03-13,0007/2013,Coal,"Myint Myat Chan Aye Co.,Ltd",DOM,2016-03-12,Minbu,Thanpayagaing,,Small,,Magway,2014-15
243,,0.1943,,2013-04-22,0008/2013,Coal,"Myanmar Apex Mining Co.,Ltd",DOM,2016-04-21,Minbu,Su Pa Daung,,Small,,Magway,2014-15
244,,0.1821,,2013-04-22,0009/2013,Coal,"Myanmar Apex Mining Co.,Ltd",DOM,2016-04-21,Minbu,Su Pa Daung,,Small,,Magway,2014-15
245,,0.1702,,2013-04-10,0010/2013,Coal,"Ingyin Taung Co.,Ltd",DOM,2016-04-09,MinHla,Kantoke,,Small,,Magway,2014-15
246,,0.2741,,2013-06-11,0011/2013,Coal,"Zabu Thit Mining Co.,ltd",DOM,2016-06-10,Ngapae,Oo Myae Twin,,Small,,Magway,2014-15
247,,0.2003,,2013-06-11,0012/2013,Coal,"PanLaung Co.,Ltd",DOM,2016-06-10,MinHla,Kantoke,,Small,,Magway,2014-15
248,,0.7452,,2013-06-19,0014/2013,Coal,"Nyein Chan Sein Phyar Co.,Ltd",DOM,2016-06-18,MinHla,SatPyar,,Small,,Magway,2014-15
249,,0.4087,,2013-07-02,0015/2013,Coal,"Glaxy Myanmar Mining Co.,Ltd",DOM,2016-07-02,MinHla,Kantoke,,Small,,Magway,2014-15
250,,0.8701,,2014-02-13,0020/2014,Coal,"Ma Lwin group Mining Co.,Ltd",DOM,2017-02-12,MinHla,YaeKyaw,,Small,,Magway,2014-15
251,,0.6677,,2014-02-13,0021/2014,Coal,"Han Htet Industries Co.,Ltd",DOM,2017-02-12,Minbu,Phaya,,Small,,Magway,2014-15
252,,0.2003,,2014-02-19,0069/2014,Copper,"Sein Chi Lin Mining Co.,Ltd",DOM,2017-02-18, Saytoketayar ,Lonegyi,,Small,,Magway,2014-15
253,,0.2003,,2014-06-06,0035/2014,Coal,"Metal Matter Co.,Ltd",DOM,2017-06-05, MinBu ,Padaung,,Small,,Magway,2014-15
254,,0.2003,,2014-05-28,0178/2014,Chromium,"Shwe Yaung Toukpataw Ngwe Naing Gyan Co.,ltd",DOM,2017-05-27,Ngapae,NgarYantchaung,,Small,,Magway,2014-15
255,,0.2003,,2014-05-28,0179/0014,Chromium,"Shwe Yaung Toukpataw Ngwe Naing Gyan Co.,ltd",DOM,2017-05-27,Ngapae,NgarYantchaung,,Small,,Magway,2014-15
256,,0.4856,,2014-10-01,0042/2014,Coal,"Sein Chi Lin Mining Co.,Ltd",DOM,2019-09-30,MinBu,Kyouk Sat,,Small,,Magway,2014-15
257,,0.4856,,2014-10-01,0043/2014,Coal,"Sein Chi Lin Mining Co.,Ltd",DOM,2019-09-30,MinBu,Kyouk Sat,,Small,,Magway,2014-15
258,,0.2508,,2014-11-26,0050/2014,Coal,"Zanu Thit Mining Co.,ltd",DOM,2019-11-25,MinBu,Phaya,,Small,,Magway,2014-15
259,,0.8007,,2014-11-26,0052/2014,Coal,"Shwe Thein ate Mining Co.,Ltd",DOM,2019-11-25,Ngapae,Su Pa Daung,,Small,,Magway,2014-15
260,,0.8027,,2014-11-26,0053/2014,Coal,"Shwe Thein ate Mining Co.,Ltd",DOM,2019-11-25,Ngapae,Su Pa Daung,,Small,,Magway,2014-15
261,,0.7107,,2014-11-26,0051/2014,Coal,"Pother Mining Co.,Ltd",DOM,2019-11-25,MinBu,Phaya,,Small,,Magway,2014-15
262,,0.3136,,2014-12-24,0065/2014,Coal,"Signt Nay Min Co.,ltd",DOM,2019-12-23,MinHla,Kantoke,,Small,,Magway,2014-15
263,,0.1821,,2014-12-17,0063/2014,Coal,"Milliom Golden Co.,Ltd",DOM,2019-12-16,MinHla,Satpyar,,Small,,Magway,2014-15
264,,0.1619,,2014-12-17,0064/2014,Coal,"Milliom Golden Co.,Ltd",DOM,2019-12-16,MinHla,Satpyar,,Small,,Magway,2014-15
265,,0.1619,,2015-01-15,002/2015,Coal,"Phyu Zin Co.,Ltd",DOM,2020-01-14,Minbu(Saku),Phaya,,Small,,Magway,2014-15
266,,0.2003,,2006-11-09,61/2006,Limestone,"High Tech Mining                     Industries Co., Ltd",DOM,2009-11-08,Patheingyi, KyoukChaw,,Small,,Mandalay,2014-15
267,,0.2003,,2014-07-27,0105/2009,Lead,"Sandi Mining Co.,ltd",DOM,2015-07-26,Pyawbawe,PhaungTaw,,Small,,Mandalay,2014-15
268,,0.0405,,2013-11-01,0011/2010,Marble,Daw Win Kyi,DOM,2014-10-31,Mattaya,Garl Taung,,Small,,Mandalay,2014-15
269,,0.0607,,2010-11-01,0013/2010,Marble,YadarnarMyae  Cooperative,DOM,2013-10-31,Mattaya,YaeChanTaung,,Small,,Mandalay,2014-15
270,,0.2003,,2015-01-28,0023/2010,Lead,"KaChin Lay Industries Co.,Ltd",DOM,2016-01-27,Tharsi,PokeTaLouk Chaung,,Small,,Mandalay,2014-15
271,,0.1229,,2011-05-05,0050/2010,Marble,YadarnarMyae  Cooperative,DOM,2014-05-04,Mattaya,Padamyar Taung,,Small,,Mandalay,2014-15
272,,0.2003,,2015-03-12,0184/2010,Lead,"Bright Star Mining Co.,Ltd",DOM,2016-03-11, Yamathin,BD-1,,Small,,Mandalay,2014-15
273,,0.2003,,2015-03-12,0185/2010,Lead,"Bright Star Mining Co.,Ltd",DOM,2016-03-11, Yamathin,BD-2,,Small,,Mandalay,2014-15
274,,0.2003,,2015-03-12,0186/2010,Lead,"Bright Star Mining Co.,Ltd",DOM,2016-03-11, Yamathin,BD-3,,Small,,Mandalay,2014-15
275,,0.2003,,2014-04-30,0333/2010,Antimony,"Myat Thu Zar Co.,Ltd",DOM,2015-04-29,Tharsi,Le Byin-1,,Small,,Mandalay,2014-15
276,,0.2003,,2014-04-30,0334/2010,Antimony,"Myat Thu Zar Co.,Ltd",DOM,2015-04-29,Tharsi,Le Byin-2,,Small,,Mandalay,2014-15
277,,0.2003,,2014-04-30,0335/2010,Antimony,"Myat Thu Zar Co.,Ltd",DOM,2015-04-29,Tharsi,Le Byin-3,,Small,,Mandalay,2014-15
278,,0.2003,,2014-10-29,0760/2010,Copper,"Zabutalu Co.,Ltd",DOM,2015-10-28,Kyoukse,Sapaltaung,,Small,,Mandalay,2014-15
279,,0.2003,,2014-10-29,0761/2010,Copper,"Zabutalu Co.,Ltd",DOM,2015-10-28,Kyoukse,Sapaltaung,,Small,,Mandalay,2014-15
280,,0.2003,,2014-10-29,0762/2010,Copper,"Zabutalu Co.,Ltd",DOM,2015-10-28,Kyoukse,Sapaltaung,,Small,,Mandalay,2014-15
281,,0.2003,,2014-03-29,0352/2011,Lead,"Star Rays Mining Co.,Ltd",DOM,2015-03-28,Singu,KyoukBLuu,,Small,,Mandalay,2014-15
282,,1.4326,,2012-06-11,0032/2012,Manganese Dioxide,"Parmini Energy Development Co.,Ltd",DOM,2015-06-10,KyoutPadaung,KyoukTakhar,,Small,,Mandalay,2014-15
283,,0.2428,,2012-06-11,0033/2012,Bentonite,"Parmini Energy Development Co.,Ltd",DOM,2015-06-10,KyoutPadaung,KyoukTakhar,,Small,,Mandalay,2014-15
284,,0.2003,,2012-08-20,0038/2012,Marble,"Moe Nat Thar Mining Co.,Ltd",DOM,2015-08-19,Mattaya,WallKhu,,Small,,Mandalay,2014-15
285,,0.1023,,2012-08-20,0039/2012,Marble,"Moe Nat Thar Mining Co.,Ltd",DOM,2015-08-19,Mattaya,WallKhu,,Small,,Mandalay,2014-15
286,,0.2003,,2012-09-05,0041/2012,Bauxite,"Triple""A""Cement International Co.,Ltd",DOM,2015-09-04,Kyoukse,BoeTawGyi,,Small,,Mandalay,2014-15
287,,0.2003,,2012-09-05,0042/2012,Granite,"UGO Co.,Ltd",DOM,2015-09-04,Thabeakkyin,WarPhyuTaung,,Small,,Mandalay,2014-15
288,,0.2003,,2012-06-21,0110/2012,Antimony,"Aung Myo Htet Family Mining Co.,Ltd",DOM,2015-06-20,Tharsi,YaeTaShout ,,Small,,Mandalay,2014-15
289,,0.2003,,2012-10-22,192/2012,Copper,"Shwe Pin Thar Co.,Ltd",DOM,2015-10-21,PyinOoLwin,Baw Village,,Small,,Mandalay,2014-15
290,,0.2003,,2012-10-22,193/2012,Copper,"Shwe Pin Thar Co.,Ltd",DOM,2015-10-21,PyinOoLwin,Baw Village,,Small,,Mandalay,2014-15
291,,0.2003,,2012-10-22,194/2012,Copper,"Shwe Pin Thar Co.,Ltd",DOM,2015-10-21,PyinOoLwin,Baw Village,,Small,,Mandalay,2014-15
292,,0.7406,,2012-12-01,0219/2012,Quartz,"No(1)Heavy Industry, Ministry of Industry",DOM,2015-11-30,Tharsi,PyinNaung,,Small,,Mandalay,2014-15
293,,0.7406,,2012-12-01,0220/2012,Quartz,"No(1)Heavy Industry, Ministry of Industry",DOM,2015-11-30,Tharsi,PyinNaung,,Small,,Mandalay,2014-15
294,,0.2003,,2013-06-11,0097/2013,Lead,"Yello Star Mining Co.,Ltd",DOM,2016-06-10,Pyawbawe,PhaungTaw,,Small,,Mandalay,2014-15
295,,0.2003,,2013-10-22,0020/2013,Baryte,"SanPya Industries Co.,Ltd",DOM,2016-10-21,Kyoukse,PhyoukSitePin,,Small,,Mandalay,2014-15
296,,0.2003,,2014-01-08,0001/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
297,,0.2003,,2014-01-08,0002/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
298,,0.2003,,2014-01-08,0003/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
299,,0.2003,,2014-01-08,0004/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
300,,0.2003,,2014-01-08,0005/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
301,,0.2003,,2014-01-08,0006/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
302,,0.2003,,2014-01-08,0007/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
303,,0.2003,,2014-01-08,0008/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
304,,0.2003,,2014-01-08,0009/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
305,,0.2003,,2014-01-08,0010/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
306,,0.2003,,2014-01-08,0011/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
307,,0.2003,,2014-01-08,0012/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
308,,0.2003,,2014-01-08,0013/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
309,,0.2003,,2014-01-08,0014/2014,Quartz,"ShwePyi Nagar Co.,Ltd",DOM,2017-01-07,Yamathin,Pyawbawe,,Small,,Mandalay,2014-15
