Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,PSC ratio,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_km2_cl,Location (Region),Location_state_cl
0105/2014,"Shwe Htay Bamar Mining Co., Ltd","Shwe Htay Bamar Mining Co., Ltd",production,Production,50:50,2.4.2014,2014-04-02T00:00:00Z,1.4.2015,2015-04-01T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0052/2015,"Shwe Htay Bamar Mining Co., Ltd","Shwe Htay Bamar Mining Co., Ltd",production,Production,50:50,4.2.2015,2015-02-04T00:00:00Z,3.2.2016,2016-02-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0204/2014,"Swan Htet Win Co., Ltd","Swan Htet Win Co., Ltd",production,Production,50:50,25.6.2014,2014-06-25T00:00:00Z,24.6.2015,2015-06-24T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0029/2014,"Chindwin Shwe Group Co., Ltd","Chindwin Shwe Group Co., Ltd",production,Production,50:50,15.1.2014,2014-01-15T00:00:00Z,14.1.2016,2016-01-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0085/2014,"Htet Yadanar Tun Co., Ltd","Htet Yadanar Tun Co., Ltd",production,Production,50:50,4.3.2014,2014-03-04T00:00:00Z,3.3.2016,2016-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0198/2014,"Shwe Toe Tat Wai Kyaw Co., Ltd","Shwe Toe Tat Wai Kyaw Co., Ltd",production,Production,50:50,18.6.2014,2014-06-18T00:00:00Z,17.6.2015,2015-06-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0269/2014,"Shwe Toe Tat Wai Kyaw Co., Ltd","Shwe Toe Tat Wai Kyaw Co., Ltd",production,Production,50:50,30.10.2014,2014-10-30T00:00:00Z,29.10.2015,2015-10-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0156/2014,"Thein Hlyan Shwe Sin Mining  Co., Ltd ","Thein Hlyan Shwe Sin Mining Co., Ltd",production,Production,50:50,30.4.2014,2014-04-30T00:00:00Z,29.4.2015,2015-04-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0260/2014,"Thein Hlyan Shwe Sin Mining  Co., Ltd ","Thein Hlyan Shwe Sin Mining Co., Ltd",production,Production,50:50,9.10.2014,2014-10-09T00:00:00Z,8.10.2015,2015-10-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0066/2014,"Win Thiri Kyaw Mining Co., Ltd","Win Thiri Kyaw Mining Co., Ltd",production,Production,50:50,13.2.2015,2015-02-13T00:00:00Z,12.2.2016,2016-02-12T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0250/2014,"Lin Khant  Kyaw Co., Ltd ","Lin Khant Kyaw Co., Ltd",production,Production,50:50,17.9.2014,2014-09-17T00:00:00Z,16.9.2015,2015-09-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0078/2014,"Golden Brother Unity Mining Co.,Ltd","Golden Brother Unity Mining Co.,Ltd",production,Production,50:50,4.3.2015,2015-03-04T00:00:00Z,3.3.2016,2016-03-03T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0113/2014,"Nature Strength  Co., Ltd","Nature Strength Co., Ltd",production,Production,50:50,26.3.2014,2014-03-26T00:00:00Z,25.3.2015,2015-03-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0125/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",production,Production,50:50,2.4.2014,2014-04-02T00:00:00Z,1.4.2015,2015-04-01T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0278/2014,"Haw Nan Htike Co., Ltd","Haw Nan Htike Co., Ltd",production,Production,50:50,26.11.2014,2014-11-26T00:00:00Z,25.11.2015,2015-11-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0132/2014,"Toe Kywe Co., Ltd","Toe Kywe Co., Ltd",production,Production,50:50,9.4.2014,2014-04-09T00:00:00Z,8.4.2015,2015-04-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0177/2014,"Min Thiha Aung Co., Ltd","Min Thiha Aung Co., Ltd",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0271/2014,"Min Thiha Aung Co., Ltd","Min Thiha Aung Co., Ltd",production,Production,50:50,5.11.2014,2014-11-05T00:00:00Z,4.11.2015,2015-11-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0137/2014,"Pyi Taw Tun Co.,Ltd","Pyi Taw Tun Co.,Ltd",production,Production,50:50,30.4.2014,2014-04-30T00:00:00Z,29.4.2015,2015-04-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0183/2014,"Shwe Phyo Thisar Mandine Mining Co., Ltd","Shwe Phyo Thisar Mandine Mining Co., Ltd",production,Production,50:50,6.6.2014,2014-06-06T00:00:00Z,5.6.2015,2015-06-05T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0242/2014,"Shwe Phyo Thisar Mandine Mining Co., Ltd","Shwe Phyo Thisar Mandine Mining Co., Ltd",production,Production,50:50,17.9.2014,2014-09-17T00:00:00Z,16.9.2015,2015-09-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0138/2014,"URU Myitar Co., Ltd","URU Myitar Co., Ltd",production,Production,50:50,30.4.2014,2014-04-30T00:00:00Z,29.4.2015,2015-04-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0188/2014,"Myat Htet Ko Co.,Ltd","Myat Htet Ko Co.,Ltd",production,Production,50:50,11.6.2014,2014-06-11T00:00:00Z,10.6.2015,2015-06-10T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0195/2014,"Zayar Thaung Co., Ltd","Zayar Thaung Co., Ltd",production,Production,50:50,18.6.2014,2014-06-18T00:00:00Z,17.6.2015,2015-06-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0135/2014,"Myint And Kyu Mining Co.,Ltd","Myint And Kyu Mining Co.,Ltd",production,Production,50:50,9.4.2014,2014-04-09T00:00:00Z,8.4.2015,2015-04-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0136/2014,"Myint And Kyu Mining Co.,Ltd","Myint And Kyu Mining Co.,Ltd",production,Production,50:50,9.4.2014,2014-04-09T00:00:00Z,8.4.2015,2015-04-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0143/2014,"Ngwe La Won Thar Mining Co.,Ltd","Ngwe La Won Thar Mining Co.,Ltd",production,Production,50:50,14.5.2014,2014-05-14T00:00:00Z,13.5.2015,2015-05-13T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0019/2015,"Ngwe La Won Thar Mining Co.,Ltd","Ngwe La Won Thar Mining Co.,Ltd",production,Production,50:50,21.1.2015,2015-01-21T00:00:00Z,20.1.2016,2016-01-20T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0186/2014,"Bo Myint Min Zaw Co.,Ltd","Bo Myint Min Zaw Co.,Ltd",production,Production,50:50,28.5.2014,2014-05-28T00:00:00Z,27.5.2015,2015-05-27T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0203/2014,"Yadanar Aung Pan Co.,Ltd","Yadanar Aung Pan Co.,Ltd",production,Production,50:50,18.6.2014,2014-06-18T00:00:00Z,17.6.2015,2015-06-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0207/2014,"Pyi Chit Thar Mining Co., Ltd","Pyi Chit Thar Mining Co., Ltd",production,Production,50:50,2.7.2014,2014-07-02T00:00:00Z,1.7.2015,2015-07-01T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0214/2014,"Tun Myint Myat Aung Co.,Ltd","Tun Myint Myat Aung Co.,Ltd",production,Production,50:50,30.7.2014,2014-07-30T00:00:00Z,29.7.2015,2015-07-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0247/2014,"Shwe Sin Tun (Nant Taw) Mining Co.,Ltd","Shwe Sin Tun (Nant Taw) Mining Co.,Ltd",production,Production,50:50,17.9.2014,2014-09-17T00:00:00Z,16.9.2015,2015-09-16T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0239/2014,"Exploration Earth Myanmar Co., Ltd","Exploration Earth Myanmar Co., Ltd",production,Production,50:50,3.9.2014,2014-09-03T00:00:00Z,2.9.2015,2015-09-02T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0219/2014,"M.I.G Co., Ltd","M.I.G Co., Ltd",production,Production,50:50,11.6.2014,2014-06-11T00:00:00Z,10.6.2015,2015-06-10T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0054/2015,"M.I.G Co., Ltd","M.I.G Co., Ltd",production,Production,50:50,11.2.2015,2015-02-11T00:00:00Z,10.2.2016,2016-02-10T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0057/2015,"M.I.G Co., Ltd","M.I.G Co., Ltd",production,Production,50:50,19.2.2015,2015-02-19T00:00:00Z,18.2.2016,2016-02-18T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0257/2014,"Aung Khant Swan Co.,Ltd","Aung Khant Swan Co.,Ltd",production,Production,50:50,9.10.2014,2014-10-09T00:00:00Z,8.10.2015,2015-10-08T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0267/2014,"Marga Shwe Taung Co., Ltd","Marga Shwe Taung Co., Ltd",production,Production,50:50,15.10.2014,2014-10-15T00:00:00Z,14.10.2015,2015-10-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0296/2014,"Yadanar Kyi Mar Aung Mining Co.,Ltd","Yadanar Kyi Mar Aung Mining Co.,Ltd",production,Production,50:50,24.12.2014,2014-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0254/2014,"Gold Seven Star Co., Ltd","Gold Seven Star Co., Ltd",production,Production,50:50,1.10.2014,2014-10-01T00:00:00Z,30.9.2015,2015-09-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0272/2014,"Soe Myat Yadanar Mining Co.,Ltd","Soe Myat Yadanar Mining Co.,Ltd",production,Production,50:50,5.11.2014,2014-11-05T00:00:00Z,4.11.2015,2015-11-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0270/2014,"Thalar Moe Nyunt Co.,Ltd","Thalar Moe Nyunt Co.,Ltd",production,Production,50:50,5.11.2014,2014-11-05T00:00:00Z,4.11.2015,2015-11-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0205/2014,"Shwe Pyae Maung Mining Co.,Ltd","Shwe Pyae Maung Mining Co.,Ltd",production,Production,50:50,2.7.2014,2014-07-02T00:00:00Z,1.7.2015,2015-07-01T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0275/2014,"Pyi Pyo San Mining Co., Ltd","Pyi Pyo San Mining Co., Ltd",production,Production,50:50,21.11.2014,2014-11-21T00:00:00Z,20.11.2015,2015-11-20T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0298/2014,"Shwe Toe Hlyan Co., Ltd","Shwe Toe Hlyan Co., Ltd",production,Production,50:50,24.12.2014,2014-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0287/2014,"Aung Shwe Sin Myat Co., Ltd","Aung Shwe Sin Myat Co., Ltd",production,Production,50:50,10.12.2014,2014-12-10T00:00:00Z,9.12.2015,2015-12-09T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0015/2015,"Shwe Zayar Pubic Co., Ltd","Shwe Zayar Pubic Co., Ltd",production,Production,50:50,15.1.2015,2015-01-15T00:00:00Z,14.1.2016,2016-01-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0016/2015,"Shwe Zayar Pubic Co., Ltd","Shwe Zayar Pubic Co., Ltd",production,Production,50:50,15.1.2015,2015-01-15T00:00:00Z,14.1.2016,2016-01-14T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0297/2014,"Placer Gold Mining Co.,Ltd","Placer Gold Mining Co.,Ltd",production,Production,50:50,24.12.2014,2014-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0196/2013,"Thiri Yadanar Toe Co.,Ltd","Thiri Yadanar Toe Co.,Ltd",production,Production,50:50,30.10.2013,2013-10-30T00:00:00Z,29.10.2015,2015-10-29T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0009/2015,"Otya Shwe Sin Co., Ltd","Otya Shwe Sin Co., Ltd",production,Production,50:50,7.1.2015,2015-01-07T00:00:00Z,6.1.2016,2016-01-06T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0010/2015,"Otya Shwe Sin Co., Ltd","Otya Shwe Sin Co., Ltd",production,Production,50:50,7.1.2015,2015-01-07T00:00:00Z,6.1.2016,2016-01-06T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0065/2015,"Nyunt and Son Co., Ltd","Nyunt and Son Co., Ltd",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0059/2015,"Yu Thanlar Co., Ltd","Yu Thanlar Co., Ltd",production,Production,50:50,26.2.2015,2015-02-26T00:00:00Z,25.2.2016,2016-02-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0060/2015,"San Pyae Thein Co., Ltd","San Pyae Thein Co., Ltd",production,Production,50:50,26.2.2015,2015-02-26T00:00:00Z,25.2.2016,2016-02-25T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0066/2015,"Professional Co., Ltd","Professional Co., Ltd",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0064/2015,"Than Shwe Ye Aung Co., Ltd","Than Shwe Ye Aung Co., Ltd",production,Production,50:50,12.3.2015,2015-03-12T00:00:00Z,11.3.2016,2016-03-11T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0078/2015,"Zaw Hein Thant Co.,Ltd","Zaw Hein Thant Co.,Ltd",production,Production,50:50,18.3.2015,2015-03-18T00:00:00Z,17.3.2016,2016-03-17T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0176//2013,"Tin Soe Tun Mining Co.,Ltd","Tin Soe Tun Mining Co.,Ltd",production,Production,50:50,2.10.2013,2013-10-02T00:00:00Z,1.10.2015,2015-10-01T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0290/2009,"Aye Aye Khaing Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",production,Production,50:50,1.12.2009,2009-12-01T00:00:00Z,30.11.2015,2015-11-30T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0235/2014,"Cho Group Manufacturing Co., Ltd","Cho Group Manufacturing Co., Ltd",production,Production,50:50,27.8.2014,2014-08-27T00:00:00Z,26.8.2015,2015-08-26T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0300/2014,"Kan Tar ya Seinn Mining Co., Ltd","Kan Tar ya Seinn Mining Co., Ltd",production,Production,50:50,24.12.2014,2014-12-24T00:00:00Z,23.12.2015,2015-12-23T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0061/2015,"Kan Tar ya Seinn Mining Co., Ltd","Kan Tar ya Seinn Mining Co., Ltd",production,Production,50:50,5.3.2015,2015-03-05T00:00:00Z,4.3.2016,2016-03-04T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
0006/2015,"Awzar Shwe Pyae Mining Co., Ltd","Awzar Shwe Pyae Mining Co., Ltd",production,Production,50:50,7.1.2015,2015-01-07T00:00:00Z,6.1.2016,2016-01-06T00:00:00Z,Gold,Gold,0.0809,0.0809,Sagaing,Sagaing
