Code/Ref,Company_Name_cl,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,Location_working 4,Coordinates of the license area,Column 10
0014/2013,"Nyain Chan Sein Pyar Myay Kabar Co.,Ltd",Small,19.6.2013,2013-01-19,18.6.2016,2016-06-18,Coal,Coal,0.7451,0.7451,"Magwe, Minn Hla, Sat pyar",Magway, Minn Hla, Sat pyar,,"84I/9T(9160729,925075,931063,927062, 924067,915067)",
0015/2013,"Kyel Sin Myanmar Mining Co.,Ltd",Small,2.7.2013,2013-01-02,2.7.2016,2016-07-02,Coal,Coal,0.4087,0.4087,"Magwe, Min Hla, Kan Tote",Magway, Min Hla, Kan Tote,,"95I / 9 T(914086,925086,926080,915077)",
0020/2014,Ma Lwin Group Mining,Small,13.2.2014,2014-01-13,12.2.2017,2017-02-12,Coal,Coal,0.87,0.87,"Magwe, Minhla, Yae Kyaw",Magway, Minhla, Yae Kyaw,,"85I/10(948793,954789,948778,942782)",
0021/2014,Han Htet Industry,Small,13.2.2014,2014-01-13,12.2.2017,2017-02-12,Coal,Coal,0.6677,0.6677,"Magwe, Minnbuu, pharyar",Magway, Minnbuu, pharyar,,"84L 8+12(716455,714457,742437, 737430, 729441)",
0069/2014,"Sein Chiy Linn Mining Co.,Ltd",Small,19.2.2014,2014-01-19,18.2.2017,2017-02-18,Copper,Copper,0.2003,0.2003,"Magwe, Saytotetayar, Lonegyi",Magway, Saytotetayar, Lonegyi,,83P/5,
0035/2014,"Metal Matter Co.,Ltd",Small,6.6.2014,2014-01-06,5.6.2017,2017-06-05,Coal,Coal,0.2003,0.2003,"Magwe, Minnbuu , PaDaung",Magway, Minnbuu , PaDaung,,"84 L /12( 794355, 796355 , 800345, 798345)",
0178/2014,"Shwe Young Toukpataw Ngwe Naing Gyan Co.,Ltd",Small,28.5.2014,2014-01-28,27.5.2017,2017-05-27,Chorumium,Chromium,0.2003,0.2003,"Magwe, Ngaphal, Ngaryant Chaung",Magway, Ngaphal, Ngaryant Chaung,,"84 L / 8 T(560477,562477, 560465,562465)",
0179/2014,"Shwe Young Toukpataw Ngwe Naing Gyan Co.,Ltd",Small,28.5.2014,2014-01-28,27.5.2017,2017-05-27,Chorumium,Chromium,0.2003,0.2003,"Magwe, Ngaphal, Ngaryant Chaung",Magway, Ngaphal, Ngaryant Chaung,,"84 L/8 T(568477,570477, 568465,570465)",
0042/2014,"Sein Chiy Linn Mining Co.,Ltd",Small,1.10.2014,2014-01-01,30.9.2019,2019-09-30,Coal,Coal,0.4856,0.4856,"Magwe, Minbuu, Kyauksat",Magway, Minbuu, Kyauksat,,"84 L/12 T+ 85I/9T(819305,824297, 826305, 831297)",
0043/2014,"Sein Chiy Linn Mining Co.,Ltd",Small,1.10.2014,2014-01-01,30.9.2019,2019-09-30,Coal,Coal,0.4249,0.4249,"Magwe, Minbuu, Kyauksat",Magway, Minbuu, Kyauksat,,"85 /9T (839282,850264,853264, 842282)",
0050/2014,"Zabuu Thit Mining Co.,Ltd",Small,26.11.2014,2014-01-26,25.11.2019,2019-11-25,Coal,Coal,0.2508,0.2508,"Magwe, Minbuu, Phayar",Magway, Minbuu, Phayar,,"84 L /12( 735410,737412,745405,
743403)",
0052/2014,"Shwe Thein Ate Mining Co.,Ltd",Small,26.11.2014,2014-01-26,25.11.2019,2019-11-25,Coal,Coal,0.8007,0.8007,"Magwe, Ngaphal,Suepa Daung",Magway, Ngaphal,Suepa Daung,,"85 I / 9 T( 800140, 810140, 810130, 800130)",
0053/2014,"Shwe Thein Ate Mining Co.,Ltd",Small,26.11.2014,2014-01-26,25.11.2019,2019-11-25,Coal,Coal,0.8007,0.8007,"Magwe, Ngaphal,Suepa Daung",Magway, Ngaphal,Suepa Daung,,"85 I /9 T( 798128 , 810128, 810120 ,798120)",
0051/2014,"Po Thar Mining Co.,Ltd",Small,26.11.2014,2014-01-26,25.11.2019,2019-11-25,Coal,Coal,0.7107,0.7107,"Magwe, Minbuu, Phayar",Magway, Minbuu, Phayar,,"84 L /12 T( 744401, 748403, 756389 , 752386 )",
0065/2014,"Sai Nay Minn Co.,Ltd",Small,24.12.2014,2014-01-24,23.12.2019,2019-12-23,Coal,Coal,0.3136,0.3136,"Magwe, Min Hla, Kan Tote",Magway, Min Hla, Kan Tote,,"85  I / 9 T ( 880177, 885177, 885170 , 880170)",
0063/2014,"Million Golden Co.,Ltd",Small,17.12.2014,2014-01-17,16.12.2019,2019-12-16,Coal,Coal,0.1821,0.1821,"Magwe, Minnhla, Satpyar",Magway, Minnhla, Satpyar,,"85 I /9 T( 923066, 924065, 927056 , 927254 , 923060)",
0064/2014,"Million Golden Co.,Ltd",Small,17.12.2014,2014-01-17,16.12.2019,2019-12-16,Coal,Coal,0.1618,0.1618,"Magwe, Minnhla, Satpyar",Magway, Minnhla, Satpyar,,"85 I/9T(928061, 931062,934054,932054)",
 002/2015,"Phyu Zin Co.,Ltd",Small,15.1.2015,2015-01-15,14.1.2020,2020-01-14,Coal,Coal,0.2428,0.2428,"Magwe, Minbuu, Phayar",Magway, Minbuu, Phayar,," 84 L/12 ( 741423, 731417, 740415)",
 022/2015,"Phone Lamin Co.,Ltd",Small,20.5.2015,2015-01-20,19.5.2020,2020-05-19,Coal,Coal,0.9388,0.9388,"Magwe, Minnhla, Satpyar",Magway, Minnhla, Satpyar,,"85 I/ 9 ( 918057, 924057, 927053, 938052, 927043)",
020/2015,"Linn Co.,Ltd",Small,29.4.2015,2015-01-29,28.4.2020,2020-04-28,Coal,Coal,0.8377,0.8377,"Magwe, Minhla, Yae Kyawengan",Magway, Minhla, Yae Kyawengan,,"85 I / 9 ( 970035, 980035, 980025, 970025)",
027/2015,Yarzar Mining,Small,16.9.2015,2015-01-16,15.9.2020,2020-09-15,Coal,Coal,0.8361,0.8361,"Magwe, Minhla, Kantote",Magway, Minhla, Kantote,,"85 I / 9 (897048, 802048, 902028, 897028)",
032/2015,Mandalay Distribution,Small,14.5.2015,2015-01-14,13.5.2020,2020-05-13,Coal,Coal,0.9307,0.9307,"Magwe, Minhla, Satpyar",Magway, Minhla, Satpyar,,"85 I / 9 ( 927040, 948040, 940050)",
034/2015,"Carbon Energy Co.,Ltd",Small,29.10.2015,2015-01-29,28.10.2020,2020-10-28,Coal,Coal,0.5017,0.5017,"Magwe, Minnhla, Kantote",Magway, Minnhla, Kantote,,"85 I / 9 (971024, 981024, 981018, 971018)",
036/2015,Win Arr Myam Mining,Small,11.6.2015,2015-01-11,10.6.2020,2020-06-10,Coal,Coal,0.836,0.836,"Magwe, Minnhla, Kantote",Magway, Minnhla, Kantote,,"85 I / 9 ( 946030, 956030, 956020, 946020)",
 003/2016,"Sai Si One Co.,Ltd",Small,3.2.2016,2016-01-03,2.2.2021,2021-02-02,Coal,Coal,0.7523,0.7523,"Magwe, Pouk, palaung",Magway, Pouk, palaung,,"84 K/7 ( 570033, 575033, 575015, 570015)",
 004/2016,"Sai Si One Co.,Ltd",Small,3.2.2016,2016-01-03,2.2.2021,2021-02-02,Coal,Coal,0.5261,0.5261,"Magwe, Pouk, palaung",Magway, Pouk, palaung,,"84 K/7 ( 575017, 578017, 578996, 575996)",
 001/2016,Million Aung,Small,27.1.2016,2016-01-27,26.1.2021,2021-01-26,Coal,Coal,0.8361,0.8361,"Magwe, Minnhla, Paytaw",Magway, Minnhla, Paytaw,,"85 I / 10 ( 977790, 982790, 977770, 982770)",
041/2015,"Ingyin Taung Co.,Ltd",Small,23.12.2015,2015-01-23,22.12.2020,2020-12-22,Coal,Coal,0.3344,0.3344,"Magwe, Minnhla, Myot Thit",Magway, Minnhla, Myot Thit,,"84 I / 9 ( 930037, 940037, 940033, 930333)",
 006/2016,Htun Yarza(Mandalay) Mining,Small,9.3.2016,2016-01-09,8.3.2021,2021-03-08,Coal,Coal,0.2711,0.2711,"Magwe, Saw, Kyauktwal",Magway, Saw, Kyauktwal,,"84 K / 4 & 8 (466684, 467685, 473671, 471671)",
0105/2009,"Sanni mining Co.,Ltd",Small,27.7.2015,2015-01-27,26.7.2016,2016-07-26,"Lead &
associated",Lead and Associated,0.2023,0.2023,"Mandalay, pyawbwe, phaung taw",Mandalay, pyawbwe, phaung taw,,"93D/6(776057,780057,780050,776050)",
0184/2010,"Tunpakyel mining Co.,Ltd",Small,12.3.2016,2016-01-12,11.3.2017,2017-03-11,"Lead &
associated",Lead and Associated,0.2003,0.2003,"Mandalay, yemethin, BD-1",Mandalay, yemethin, BD-1,,"93D/7(833756,840758,842756,833754)",
0185/2010,"Tunpakyel mining Co.,Ltd",Small,12.3.2016,2016-01-12,11.3.2017,2017-03-11,"Lead &
associated",Lead and Associated,0.2003,0.2003,"Mandalay, yemethin, BD-2",Mandalay, yemethin, BD-2,,"93 D/7(833754,842756,843754,834751)",
0186/2010,"Tunpakyel mining Co.,Ltd",Small,12.3.2016,2016-01-12,11.3.2017,2017-03-11,"Lead &
associated",Lead and Associated,0.2003,0.2003,"Mandalay, yemethin, BD-3",Mandalay, yemethin, BD-3,,"93D/7(844751,843753,843750,834748)",
0333/2010,"Myatthuzar Co.,Ltd",Small,30.4.2015,2015-01-30,29.4.2016,2016-04-29,Antimony,Antimony,0.2003,0.2003,"Mandalay, tharsi, Lalpyin - 1",Mandalay, tharsi, Lalpyin - 1,,"93D/6(939041,942041,909031,942031)",
0334/2010,"Myatthuzar Co.,Ltd",Small,30.4.2015,2015-01-30,29.4.2016,2016-04-29,Antimony,Antimony,0.2003,0.2003,"Mandalay, tharsi, Lalpyin - 2",Mandalay, tharsi, Lalpyin - 2,,"93D/6(928036,930038,934029,936032)",
0335/2010,"Myatthuzar Co.,Ltd",Small,30.4.2015,2015-01-30,29.4.2016,2016-04-29,Antimony,Antimony,0.2003,0.2003,"Mandalay, tharsi, Lalpyin - 3",Mandalay, tharsi, Lalpyin - 3,,"93D/6(926028,930028,926022,930022)",
0760/2010,"Zabu Talu Co.,Ltd",Small,29.10.2015,2015-01-29,28.10.2016,2016-10-28,"Copper &
 Associated",Copper and Associated,0.2003,0.2003,"Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1",Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1,,"93C/6F(832153,853152,831149,834148)",
0761/2010,"Zabu Talu Co.,Ltd",Small,29.10.2015,2015-01-29,28.10.2016,2016-10-28,"Copper &
 Associated",Copper and Associated,0.2003,0.2003,"Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1",Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1,,"93C/6F(833132,836142,832138,836138)",
0762/2010,"Zabu Talu Co.,Ltd",Small,29.10.2015,2015-01-29,28.10.2016,2016-10-28,"Copper &
 Associated",Copper and Associated,0.2003,0.2003,"Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1",Mandalay, Kyaukse, Phyout sate pin Sanpaltaung - 1,,"93C/6F(833132,836133,834128,837129)",
0352/2011,"Kyel Alinn Atan Mining Co.,Ltd",Small,29.3.2015,2015-01-29,28.3.2016,2016-03-28,"Lead Zinc &
Associated","Lead, Zinc and Associated",0.2003,0.2003,"Mandalay, Singku, kyaukbelu",Mandalay, Singku, kyaukbelu,,93 B / 2 ,
0038/2012,"Angelo mining Co.,Ltd",Small,20.8.2015,2015-01-20,19.8.2016,2016-08-19,Marble,Marble,0.0197,0.0197,"Mandalay, Madaya, Wallkhu",Mandalay, Madaya, Wallkhu,,"93B/3L(572076,574075,574074,573074,572074,572075)",
0039/2012,"Angelo mining Co.,Ltd",Small,20.8.2015,2015-01-20,19.8.2016,2016-08-19,Marble,Marble,0.1022,0.1022,"Mandalay, Madaya, Wallkhu",Mandalay, Madaya, Wallkhu,,"93B/3L(568077,568079,572078,572076)",
0041/2012,Triple A Cement international,Small,5.9.2015,2015-01-05,4.9.2016,2016-09-04,Bosite,Bauxite,0.1448,0.1448,"Mandalay, Kyaukse, Taung Daw",Mandalay, Kyaukse, Taung Daw,,"93 C/7(834054,836054,836061,834061)",
0042/2012,"Ugo Co.,Ltd",Small,5.9.2012,2012-01-05,4.9.2015,2015-09-04,Granite,Granite,0.0809,0.0809,"Mandalay,Thapatekyim, warphyu Taung",Mandalay,Thapatekyim, warphyu Taung,,"93  B/1(837 357, 839 358, 840 361, 837 362)",
0110/2012,"Aung Myo Htet family Mining Co.,Ltd",Small,21.6.2015,2015-01-21,20.6.2016,2016-06-20,Antimony,Antimony,0.2003,0.2003,"Mandalay, ThaZi, Yaytalyout Myoung",Mandalay, ThaZi, Yaytalyout Myoung,,"93 D/6(873119, 877123, 880119, 876116)",
192/2012,ShwePinThar,Small,22.10.2012,2012-01-22,21.10.2015,2015-10-21,Copper,Copper,0.2003,0.2003,"Mandalay, PyinOoLwin, Ball",Mandalay, PyinOoLwin, Ball,,"93C/9(053490,059490059485,053485)",
193/2012,ShwePinThar,Small,22.10.2012,2012-01-22,21.10.2015,2015-10-21,Copper,Copper,0.2003,0.2003,"Mandalay, PyinOoLwin, Ball",Mandalay, PyinOoLwin, Ball,,"93C/9(053485,059485,059480,053480)",
  194/2012,ShwePinThar,Small,22.10.2012,2012-01-22,21.10.2015,2015-10-21,Copper,Copper,0.2003,0.2003,"Mandalay, PyinOoLwin, Ball",Mandalay, PyinOoLwin, Ball,,"93 C/9(067484,073484,073480,067480)",
0097/2013,"Kyel Wa mining Co.,Ltd",Small,11.6.2013,2013-01-11,10.6.2016,2016-06-10,Lead &associated,Lead and Associated,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw",Mandalay, pyawbwe, phaung taw,,"93D/6(769060,774060,774055,769055)",
0020/2013,"SanPya industry Co.,Ltd",Small,22.10.2013,2013-01-22,21.10.2016,2016-10-21,Baryte,Baryte,0.2006,0.2006,"Mandalay, Kyaukse,Phyout Sate Pin",Mandalay, Kyaukse,Phyout Sate Pin,,"93C/6(849292,852290,852282,849282)",
 0001/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(700960,700965,705965,705960)",
 0002/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2043,0.2043,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(700965,700970,705970,705965)",
 0003/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(705970,710970,710965,705965)",
 0004/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(710970,715970,715965,710965)",
 0005/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(710975,715975,715970,710970)",
 0006/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(710980,715980,715975,710975)",
 0007/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(715975,720975,720970,715970)",
 0008/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(715980,720980,720975,915975)",
 0009/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(720980,925980,725975,720975)",
 0010/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(725980,730980,730975,725975)",
 0011/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(720970,720975,725975,725970)",
 0012/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(720965,720970,715970,715965)",
 0013/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(720960,720965,715965,715960)",
 0014/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(730975,730970,725970,725972)",
 0015/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(710960,710965,715965,715960)",
 0016/2014,"ShwePyinagar Co.,Ltd",Small,8.1.2014,2014-01-08,7.1.2017,2017-01-07,Quartz,Quartz,0.2003,0.2003,"Mandalay, pyawbwe, phaung taw, ShweNyaungPhu",Mandalay, pyawbwe, phaung taw, ShweNyaungPhu,"93 D/2(705960,705965,710965,710960)",
0022/2014,"Sein Linn Yaung Co.,Ltd",Small,27.2.2014,2014-01-27,26.2.2017,2017-02-26,Marble,Marble,0.0202,0.0202,"Mandalay, Madaya, Sakyint",Mandalay, Madaya, Sakyint,,93B/3,
0018/2014,"Mya Thaya Woun Co.,Ltd",Small,5.2.2014,2014-01-05,4.2.2017,2017-02-04,Marble,Marble,0.0202,0.0202,"Mandalay, Madaya, Mawe Pone Kan",Mandalay, Madaya, Mawe Pone Kan,,"93B/3(573074,575074,575073,573072,573071,
572071)",
0019/2014,"Mya Thaya Woun Co.,Ltd",Small,5.2.2014,2014-01-05,4.2.2017,2017-02-04,Marble,Marble,0.0202,0.0202,"Mandalay, Madaya, Mawe Pone Kan",Mandalay, Madaya, Mawe Pone Kan,,"93B/3(584105,587106,587104,584103)",
0023/2014,"Wai Yan Lwin Co.,Ltd",Small,19.2.2014,2014-01-19,18.2.2017,2017-02-18,Clay,Clay,0.0681,0.0681,"Mandalay, ThatarOo",Mandalay, ThatarOo,,,"84O/14(330154,331152,332152,332153, 334153,334151, 330151)",
0024/2014,"Wai Yan Lwin Co.,Ltd",Small,19.2.2014,2014-01-19,18.2.2017,2017-02-18,Clay,Clay,0.0681,0.0681,"Mandalay, Ngan Swin",Mandalay, Ngan Swin,,,"84 P/14(366027,367027,367026, 367025, 365025, 365026,366026)",
0025/2014,"Wai Yan Lwin Co.,Ltd",Small,19.2.2014,2014-01-19,18.2.2017,2017-02-18,Clay,Clay,0.0681,0.0681,"Mandalay, pyawbwe",Mandalay, pyawbwe,,,"84O/19(072453,073453,072451,071451, 072452)",
0083/2014,"Ngwe Moe Hein Co.,Ltd",Small,12.3.2014,2014-01-12,11.3.2017,2017-03-11,copper,Copper,0.2003,0.2003,"Mandalay, Kyaukse, Baw Taung",Mandalay, Kyaukse, Baw Taung,,"93C/6(833290,833298,836298,836290)",
0084/2014,"Ngwe Moe Hein Co.,Ltd",Small,12.3.2014,2014-01-12,11.3.2017,2017-03-11,copper,Copper,0.2003,0.2003,"Mandalay, Kyaukse, Baw Taung",Mandalay, Kyaukse, Baw Taung,,"93 C/6(815311,815319,818319,818311)",
 0054/2014,"Myanmar Economic 
Holding Ltd",Small,3.12.2014,2014-01-03,2.12.2019,2019-12-02,Bauxite,Bauxite,0.7284,0.7284,"Mandalay, PyinOoLwin, Innyar",Mandalay, PyinOoLwin, Innyar,,"93 C/9+B/12(083669,086669,088661, 078652,076656)",
0302/2014,"Jaunary Ko Ko Co.,Ltd",Small,24.12.2014,2014-01-24,23.12.2019,2019-12-23,copper,Copper,0.1992,0.1992,"Mandalay, Kyaukse, Kyauktitthar",Mandalay, Kyaukse, Kyauktitthar,,"93C/6(819309,824309,820304,816303)",
0303/2014,"Jaunary Ko Ko Co.,Ltd",Small,24.12.2014,2014-01-24,23.12.2019,2019-12-23,copper,Copper,0.2006,0.2006,"Mandalay, Kyaukse, Kyauktitthar",Mandalay, Kyaukse, Kyauktitthar,,"93C/6(818302,824302,824298,818298)",
0304/2014,"Jaunary Ko Ko Co.,Ltd",Small,24.12.2014,2014-01-24,23.12.2019,2019-12-23,copper,Copper,0.2006,0.2006,"Mandalay, Kyaukse, Kyauktitthar",Mandalay, Kyaukse, Kyauktitthar,,"93C/6(815297,823297,822294,818294)",
0305/2014,"Jaunary Ko Ko Co.,Ltd",Small,24.12.2014,2014-01-24,23.12.2019,2019-12-23,copper,Copper,0.2006,0.2006,"Mandalay, Kyaukse, Kyauktitthar",Mandalay, Kyaukse, Kyauktitthar,,"93C/6(812293,820293,811290,819290)",
 0001/2015,"Zabutalu Co.,Ltd",Small,7.1.2015,2015-01-07,6.1.2020,2020-01-06,Copper,Copper,0.2003,0.2003,"Mandalay, Pataingyi, Mingan",Mandalay, Pataingyi, Mingan,,"93 B / 4 & 8 ( 762781, 765781, 765776, 762773)",
 0002/2015,"Zabutalu Co.,Ltd",Small,7.1.2015,2015-01-07,6.1.2020,2020-01-06,Copper,Copper,0.2003,0.2003,"Mandalay, Pataingyi, Mingan",Mandalay, Pataingyi, Mingan,,"93 B/4 & 8 (780809, 785809, 785805, 780805)",
 0003/2015,"Zabutalu Co.,Ltd",Small,7.1.2015,2015-01-07,6.1.2020,2020-01-06,Copper,Copper,0.2003,0.2003,"Mandalay, Pataingyi, Mingan",Mandalay, Pataingyi, Mingan,,"93 B/ 4 & 8 ( 785809, 791809, 791805, 785805)",
 0004/2015,"Zabutalu Co.,Ltd",Small,7.1.2015,2015-01-07,6.1.2020,2020-01-06,Copper,Copper,0.2003,0.2003,"Mandalay, Pataingyi, Mingan",Mandalay, Pataingyi, Mingan,,"93 B / 4 & 8 ( 785809, 791809, 791805, 785805)",
 0005/2015,"Zabutalu Co.,Ltd",Small,7.1.2015,2015-01-07,6.1.2020,2020-01-06,Copper,Copper,0.2003,0.2003,"Mandalay, Pataingyi, Mingan",Mandalay, Pataingyi, Mingan,,"93 B / 4 & 8 (780805, 785005, 785800, 780800) ",
0008/2015,"Yazar min min Co.,Ltd",Small,4.2.2015,2015-01-04,3.2.2020,2020-02-03,Marble,Marble,0.0672,0.0672,"Mandalay, Madayar, Yatkamsin Taung",Mandalay, Madayar, Yatkamsin Taung,,"93 B/ 3( 579155, 581153, 581750, 579150)",
0009/2015,"Shwe Athit Sa Tin Chain Co.,Ltd",Small,4.2.2015,2015-01-04,3.2.2020,2020-02-03,Marble,Marble,0.4046,0.4046,"Mandalay, Madayar, Patlaeinn",Mandalay, Madayar, Patlaeinn,,"93 B/ 3 ( 580120, 583124, 585117, 590118, 590114, 858112)",
0013/2015,"Shwe ALinKar industry Co.,Ltd",Small,19.2.2015,2015-01-19,18.2.2020,2020-02-18,Coal,Coal,0.1881,0.1881,"Mandalay, ThaZi, Kyatsakham",Mandalay, ThaZi, Kyatsakham,,"93 D/9 ( 041330, 045335, 047330, 043325)",
0014/2015,"Shwe ALinKar industry Co.,Ltd",Small,19.2.2015,2015-01-19,18.2.2020,2020-02-18,Coal,Coal,0.2006,0.2006,"Mandalay, ThaZi, Kyatsakham",Mandalay, ThaZi, Kyatsakham,,"93 D/9 (040320, 043322, 047314, 044312)",
0015/2015,"Shwe ALinKar industry Co.,Ltd",Small,19.2.2015,2015-01-19,18.2.2020,2020-02-18,Coal,Coal,0.2006,0.2006,"Mandalay, ThaZi, Kyatsakham",Mandalay, ThaZi, Kyatsakham,," 93 D/9 (044323, 047325, 051317, 048315)",
0063/2014 ,"Moe Myint Ta Gyon  Co.,Ltd",Small,12.3.2015,2015-01-12,11.3.2020,2020-03-11,"Copper & 
Associated",Copper and Associated,0.2002,0.2002,"Mandalay, Kyaukse, Kyaukpakhat",Mandalay, Kyaukse, Kyaukpakhat,,"93 C/ 6 (817180, 821180, 822174, 818174)",
0087/2015   ,"Su Pan Thiri mining Co.,Ltd",Small,8.4.2015,2015-01-08,7.4.2020,2020-04-07,Copper,Copper,0.1234,0.1234,"Mandalay, Thapatekyim, ParLaDotetartaung",Mandalay, Thapatekyim, ParLaDotetartaung,,"93 A / 4 ( 871824, 873824, 873820, 871820)",
0088/2015   ,"Su Pan Thiri mining Co.,Ltd",Small,8.4.2015,2015-01-08,7.4.2020,2020-04-07,Copper,Copper,0.1193,0.1193,"Mandalay, Thapatekyim, ParLaDotetartaung",Mandalay, Thapatekyim, ParLaDotetartaung,,"93 A/ 4 (871828, 874827, 874826, 871826)",
0101/2015,"Zabutalu Co.,Ltd",Small,29.4.2015,2015-01-29,28.4.2020,2020-04-28,Copper,Copper,0.2003,0.2003,"Mandalay, Kyaukse, Ywar Thit",Mandalay, Kyaukse, Ywar Thit,,"93 C/ 6 (918919, 821192, 821180, 819180)",
0021/2015,TaungPawThu,Small,13.5.2015,2015-01-13,12.5.2020,2020-05-12,Marble,Marble,0.0607,0.0607,"Mandalay,Madayar, Kyautyoepone",Mandalay,Madayar, Kyautyoepone,,"93 B/3 ( 584085, 581086, 581089, 584090, 584089, 582088, 583086)",
0023/2015 ,"Sein Linn Yaung Co.,Ltd",Small,20.5.2015,2015-01-20,19.5.2020,2020-05-19,Marble,Marble,0.0202,0.0202,"Mandalay, Madayar, Mwaypontkan",Mandalay, Madayar, Mwaypontkan,,"93 B / 3( 571073, 572073, 571071, 570071)",
0029/2015,"YaungChaeNagar Mining Co.,Ltd",Small,23.9.2015,2015-01-23,22.9.2020,2020-09-22,Marble,Marble,0.0809,0.0809,"Mandalay, Singku, Nagarmouk Taung",Mandalay, Singku, Nagarmouk Taung,,"93 B/ 3( 587179, 591179, 591176, 587170)",
