Code/Ref,Company_Name_cl,License_type_cl,Date of application,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area (Km2),Area_acre_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,location_working 4,Coordinates of the license area,Column 11
0007/2011,"Group Of Four Mining Co.,Ltd",Large,,2011-01-18T00:00:00Z,2011-01-18,2021-01-17T00:00:00Z,2021-01-17,Coal,Coal,6574.06,6574.06,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk,,"84 I/1+2+5+6(759459, 801461, 750380,750360, 716360,719380)",
0008/2011,"Max Myanmar Co.,Ltd",Large,,2011-01-21T00:00:00Z,2011-01-21,2021-01-20T00:00:00Z,2021-01-20,Coal,Coal,5247.66,5247.66,"Sagaing,Kalawa ,Plauzawa",Sagaing,Kalawa ,Plauzawa,,"84 I/14+7+8 RU(754760,790760, 780760, 787698, 740698)",
0011/2011,Young Investment Group CoLtd,Large,,2011-02-04T00:00:00Z,2011-02-04,2021-02-03T00:00:00Z,2021-02-03,Coal,Coal,5600,5600,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk,,"84 I /5(872644,907615, 868566,835594)",
0022/2011,"GeoAsia Industries Co,Ltd",Large,,2011-02-17T00:00:00Z,2011-02-17,2021-02-16T00:00:00Z,2021-02-16,Coal,Coal,940,940,"Sagaing,Mawleik,mawkuu",Sagaing,Mawleik,mawkuu,,"84 I / 5 & 6(A - 834390 , B - 840390,C - 840383 , D 847373,  C - 840383 , D 847373",
0031/2011,"Madalay Distribution and Mining Co.,Ltd",Large,,2011-03-08T00:00:00Z,2011-03-08,2021-03-07T00:00:00Z,2021-03-07,Coal,Coal,3130.15,3130.15,"Sagaing,Mawleik,Namponmun Chaung",Sagaing,Mawleik,Namponmun Chaung,,"84 I/5(720360, 750360,750315)84 I/6(720304)",
0042/2011,"Asia Phyo Mining Co.,Ltd",Large,,2011-03-30T00:00:00Z,2011-03-30,2021-03-29T00:00:00Z,2021-03-29,Limestone,Limestone,600,600,"Sagaing,Kanbolu,Zin Taing",Sagaing,Kanbolu,Zin Taing,,"84 M/15(594988,612988, 612970,594970)",
 0086/2007,"Eternal Mining Co.,Ltd",Large,,2007-08-01T00:00:00Z,2007-08-01,2017-07-31T00:00:00Z,2017-07-31,Gold,Gold,1492.39,1492.39,"Sagaing ,Kawlin,Kyaukpahtoe",Sagaing,Kawlin,Kyaukpahtoe,,"84 M/13(593479,602502, 626509, 618503, 531506,632499, 618481, 619477, 614475, 606479, 604484)",
0009/2014,"Hyun Tauk Sa Industrial Co.,Ltd",Large,,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Coal,Coal,145.99,145.99,"Sagaing ,tamu,KyaukPyin Chaung",Sagaing,tamu,KyaukPyin Chaung,,"85 I /5(814603, 840642, 858631, 832592)",
 0012/2014,"Mandalay Golden Friend Co.,Ltd",Large,,2014-12-17T00:00:00Z,2014-12-17,2024-12-16T00:00:00Z,2024-12-16,Coal,Coal,192,192,"Sagaing ,Kalaywa,PaluZawa",Sagaing,Kalaywa,PaluZawa,,"84 I/7(787020,793018, 795018, 792000, 788000,791005,787000)",
0010/2014,"Kan Pwin Oo Mining Co.,Ltd",Large,,2014-12-17T00:00:00Z,2014-12-17,2024-12-16T00:00:00Z,2024-12-16,Coal,Coal,414.28,414.28,"Sagaing ,Kalaywa,PaluZawa",Sagaing,Kalaywa,PaluZawa,,"84 I /7(769047,774045, 765027, 760029) (803045,808044,800024, 795025)",
0011/2014,"Htut Khaung Kyaw Mining Co.,ltd",Large,,2014-12-17T00:00:00Z,2014-12-17,2024-12-16T00:00:00Z,2024-12-16,Coal,Coal,998.77,998.77,"Sagaing,Mawleik,Kawe Pyin",Sagaing,Mawleik,Kawe Pyin,,"85 I/6(836310,855310, 855300, 857300,857290,853290,853285, 836285)",
0013/2014,"Htoo Han Thit Co.,Ltd",Large,,2014-12-24T00:00:00Z,2014-12-24,2024-12-23T00:00:00Z,2024-12-23,Coal,Coal,95.5,95.5,"Sagaing,Kalay,Kyatfanat Chaung",Sagaing,Kalay,Kyatfanat Chaung,,"84 I /2+3+6+7(752077,752071, 749063, 746064,750076,751075) (742063,746062,745060,742061)",
0001/2009,"Max Myanmar Gorup Co.,Ltd",Large,,2009-08-18T00:00:00Z,2009-08-18,2019-08-17T00:00:00Z,2019-08-17,Limestone,Limestone,230,230,"Naypyitaw,Lewe,TaungFelar",Nay Pyi Taw,Lewe,TaungFelar,,"94A/6(887682,894682,984672, 885672,885679,887679)",
0048/2011,NayPyiTaw City Development Committee,Large,,2011-08-31T00:00:00Z,2011-08-31,2035-08-30T00:00:00Z,2035-08-30,Limestone,Limestone,150,150,"Naypyitaw,Lewe,TaungFelar",Nay Pyi Taw,Lewe,TaungFelar,,"94A/6(873680,885680,885670, 871672)",
 0001/2012,"SIMCO Song Da JointStock Co.,Ltd",Large,,2012-03-16T00:00:00Z,2012-03-16,2032-03-15T00:00:00Z,2032-03-15,Marble,Marble,585.72,585.72,"Rakhine ,Taunggoke,Nayuputaung",Rakhine,Taunggoke,Nayuputaung,,"85J/10(701725,698737,702743, 702747, 700751, 703754,704758, 705761, 706763, 707763,707762, 706758,706746,712741, 714734, 709724,703723)",
 5/1999,"Myanmar Pongpipat Co.,Ltd",Large,,2014-07-01T00:00:00Z,2014-07-01,2019-06-30T00:00:00Z,2019-06-30,Tin/Tungsten Mixed,Tin and Tungsten,2105.6,2105.6,"Taninthayi,Dawei,Heinda  ",Tanintharyi,Dawei,Heinda  ,,"95J/8(443626,457625,454627, 453640, 46040, 459644,463648, 463570,459671, 457668, 458660, 455653,448654,444658,438658, 437659,427659,424652,433632, 443627)",
 27/1999,"Myanmar Tin-Tungsten Co.,Ltd",Large,,2013-03-07T00:00:00Z,2013-03-07,2014-11-30T00:00:00Z,2014-11-30,Tin/Tungsten Mixed,Tin and Tungsten,295,295,"Taninthayi,Taninthayi,Thein Daw  ",Tanintharyi,Taninthayi,Thein Daw  ,,"95P/3(227464,237465,245462, 246458, 237462,231462,242436, 240427, 238427, 240436,236444, 234449,230457)",
 40/2000,"Ngwe Ka Ba Myanmar Co.,Ltd",Large,,2000-11-01T00:00:00Z,2000-11-01,2015-10-31T00:00:00Z,2015-10-31,Tin/Tungsten Mixed,Tin and Tungsten,1920,1920,"Taninthayi, Pa Law,Pa Law Arman",Tanintharyi, Pa Law,Pa Law Arman,,"95L/13(792243,808233,816248,802257)",
 2/2002,"A& A Natural Resources Development Co.,Ltd",Large,,2012-02-28T00:00:00Z,2012-02-28,2017-02-27T00:00:00Z,2017-02-27,Tin/Tungsten Mixed,Tin and Tungsten,1654,1654,"Taninthayi,Ya Phyu,Ka Lon Ta",Tanintharyi,Ya Phyu,Ka Lon Ta,,"95J/7(250850,275850,275880, 305880)",
 6/2002,"No(2)Heavy Industry,Ministry of Industry",Large,,2012-02-28T00:00:00Z,2012-02-28,2017-02-27T00:00:00Z,2017-02-27,Glass Sand,Glass Sand,194.32,194.32,"Taninthayi,Boptepyin,Alaeman , ",Tanintharyi,Boptepyin,Alaeman , ,96  I /11(502224),
 8/2004,"Silver Bright Co.,Ltd",Large,,2004-08-12T00:00:00Z,2004-08-12,2014-08-11T00:00:00Z,2014-08-11,Tin/Tungsten Mixed,Tin and Tungsten,2920,2920,"Taninthayi,Dawei,Hermyingyi  ",Tanintharyi,Dawei,Hermyingyi  ,,"95J/7(327790,325779,324778, 323764, 336762,338754,346752, 357755,344763, 345764,342780, 343783,342790)",
 0001/2010,"Delco Co,Ltd",Large,,2010-01-05T00:00:00Z,2010-01-05,2020-01-04T00:00:00Z,2020-01-04,Tin/Tungsten Mixed,Tin and Tungsten,2087,2087,"Taninthayi,Ya Phyu,Kan Bouk",Tanintharyi,Ya Phyu,Kan Bouk,,95F/14+95J/2,
0005/2010,"May Flower Mining Enterprise Co.,Ltd",Large,,2010-03-26T00:00:00Z,2010-03-26,2035-03-25T00:00:00Z,2035-03-25,Coal,Coal,500,500,"Taninthayi,Dawel,BanChaung(1)",Tanintharyi,Dawel,BanChaung(1),,"95K/9(692306,712306,712292, 692926)",
0006/2010,"May Flower Mining Enterprise Co.,Ltd",Large,,2010-03-26T00:00:00Z,2010-03-26,2035-03-25T00:00:00Z,2035-03-25,Coal,Coal,500,500,"Taninthayi,Dawel,BanChaung(2)",Tanintharyi,Dawel,BanChaung(2),,"95K/9(714278,734278,734264, 714264)",
0007/2010,"May Flower Mining Enterprise Co.,Ltd",Large,,2010-03-26T00:00:00Z,2010-03-26,2035-03-25T00:00:00Z,2035-03-25,Coal,Coal,500,500,"Taninthayi,Dawel,BanChaung(3)",Tanintharyi,Dawel,BanChaung(3),,"95K/9(740248,760248,760234, 740234)",
0001/2012,"ThanPhyoThu Mining Co.,Ltd",Large,,2012-02-01T00:00:00Z,2012-02-01,2022-01-31T00:00:00Z,2022-01-31,Coal,Coal,1652,1652,"Taninthayi,Bokepyin,Laynar",Tanintharyi,Bokepyin,Laynar,,"96 J/13(A-J 960 830,B- J 980 830,C- J 980 790,D- J 960 790)",
0005/2012,"May Flower Mining Enterprise Co.,Ltd",Large,,2012-05-30T00:00:00Z,2012-05-30,2022-05-29T00:00:00Z,2022-05-29,Coal,Coal,200,200,"Taninthayi,Dawel,BanChaung(4)",Tanintharyi,Dawel,BanChaung(4),,"95K/5 -O(720300,730300,730290, 720290)",
0006/2012,"May Flower Mining Enterprise Co.,Ltd",Large,,2012-05-30T00:00:00Z,2012-05-30,2022-05-29T00:00:00Z,2022-05-29,Coal,Coal,200,200,"Taninthayi,Dawel,BanChaung(5)",Tanintharyi,Dawel,BanChaung(5),,"95K/9-O(682280,692280,692270, 682270)",
0007/2012,"May Flower Mining Enterprise Co.,Ltd",Large,,2012-05-30T00:00:00Z,2012-05-30,2022-05-29T00:00:00Z,2022-05-29,Coal,Coal,200,200,"Taninthayi,Dawel,BanChaung(6)",Tanintharyi,Dawel,BanChaung(6),,"95K/9-O(735273,745273,745263, 735263)",
0008/2012,"Diamond Shark Mining Co.,Ltd",Large,,2012-04-25T00:00:00Z,2012-04-25,2022-04-24T00:00:00Z,2022-04-24,Tin/Tungsten Mixed,Tin and Tungsten,692,692,"Taninthayi,Taninthayi,Lethar taung",Tanintharyi,Taninthayi,Lethar taung,,"95L/16+P/4(058355,059355, 059328, 063323, 061322,060323, 059320, 055318,056317, 064322, 067317, 058310,048322,048342)",
0004/2013,"Ngwe Ka Bar Myanmar Co.,Ltd",Large,,2013-05-09T00:00:00Z,2013-05-09,2023-05-08T00:00:00Z,2023-05-08,Tin/Tungsten Mixed,Tin and Tungsten,812.14,812.14,"Taninthayi,KyunSu,KwelKhayan",Tanintharyi,KyunSu,KwelKhayan,,"95L/11(737390,745390,745384,737384)",
0008/2013,"24 Hour Mining & Industry Co.,Ltd",Large,,2013-09-16T00:00:00Z,2013-09-16,2023-09-15T00:00:00Z,2023-09-15,Limestone,Limestone,2880,2880,"       Tanintharyi,Tanintharyi,              A Yu Chaung Phyar",Tanintharyi,Tanintharyi,              A Yu Chaung Phyar,,"96M/2+6(350645,360645,360600, 350600, 350545,340545,340615, 350615) (322652,327652,327653, 322635) (325530,332530,332504, 325504)",
0002/2015,"Mining World Mining Co.,Ltd",Large,,2015-01-12T00:00:00Z,2015-01-12,2025-01-11T00:00:00Z,2025-01-11,Tin/Tungsten Mixed,Tin and Tungsten,403.93,403.93,"Tanintharyi,Dawei,PaKaryi",Tanintharyi,Dawei,PaKaryi,,"95J/8(297603,297607,305607, 302602, 309600,309590,300590, 293590)",
0004/2010,Myanmar Economic Corporation,Large,,2010-03-18T00:00:00Z,2010-03-18,2035-03-17T00:00:00Z,2035-03-17,Coal,Coal,3400,3400,"Shan,Miesat,MieKhuck",Shan,Miesat,MieKhuck,,"93P/6(376120,398120,398111,402111,402100, 411100,411092, 420092,420080,412080, 412070, 386070,386080,376080)",
14/2000,"Triple""A""Cement International Co.,Ltd",Large,,2012-12-23T00:00:00Z,2012-12-23,2015-04-06T00:00:00Z,2015-04-06,Coal,Coal,70.23,70.23,"Shan(N),Hsipaw,Samlaung",Shan,Hsipaw,Samlaung,,"93E/8(145783,219729,202699, 1287432)",
17/2000,Myanamar Economic Corporation,Large,,2000-06-01T00:00:00Z,2000-06-01,2025-05-31T00:00:00Z,2025-05-31,Gypsum,Gypsum,78.78,78.78,"Shan(N),HSipaw,ManKaung",Shan,HSipaw,ManKaung,,"93F/6(222214,226220,229222, 230221, 231217,225213,224214, 223213)",
 2/2004,"UE Export & Import Co.,Ltd",Large,,2004-03-31T00:00:00Z,2004-03-31,2019-03-30T00:00:00Z,2019-03-30,Coal,Coal,1831,1831,"Shan(N),Hsipaw,MaKhaw",Shan,Hsipaw,MaKhaw,,"93F/10(194670,194700,170700, 170670)",
 0006/2010,"Win Myint Mo Industries Co.,Ltd",Large,,2009-12-31T00:00:00Z,2009-12-31,2024-12-30T00:00:00Z,2024-12-30,Lead & Zinc Concentrates,Lead and Zinc Concentrates,9495.6,9495.6,"Shan(N),Namtu,Numtu-Bawdwin",Shan,Namtu,Numtu-Bawdwin,,"93E/8(145783,219729,202699, 1287432)",
0009/2010,"Linpyae Mining Co.,Ltd",Large,,2010-05-01T00:00:00Z,2010-05-01,2020-04-30T00:00:00Z,2020-04-30,Lead Concentrates,Lead Concentrates,2479.33,2479.33,"Shan(N),NaungCho,Doepin Tract",Shan,NaungCho,Doepin Tract,,"93B/6(280050,280020), 93B/10(320050,320020)",
0013/2010,"NgweYi Palae Mining Co.,Ltd",Large,,2010-08-31T00:00:00Z,2010-08-31,2020-08-30T00:00:00Z,2020-08-30,Coal,Coal,2796.75,2796.75,"Shan(N),Hsipaw,Numma",Shan,Hsipaw,Numma,,"93F/10+14(710200,763244, 780275, 806264, 710191)",
0004/2011,"Green Strategic Mining Co.,Ltd",Large,,2011-01-18T00:00:00Z,2011-01-18,2021-01-17T00:00:00Z,2021-01-17,Quartz,Quartz,992.38,992.38,"Shan(N),Kutkhaing,MantMie",Shan,Kutkhaing,MantMie,,"93E/10(574484,584484,584470, 574470)",
0018/2011,Yaung Investment Group,Large,,2011-02-04T00:00:00Z,2011-02-04,2021-02-03T00:00:00Z,2021-02-03,Bauxite,Bauxite,1004,1004,"Shan(N),NaungCho,LongWai",Shan,NaungCho,LongWai,,"Block(1) 93 B/12( A - 070 865, B -  066 857,C - 070 852, D - 083 851, E - 083 865, F - 080 868,Block(2) 93 B/15&16( A - 369 969, B -  368 945,C - 380 945, D - 379 951, E - 381 960, F - 383 969)",
0019/2011,"Mie Htat Co.,Ltd",Large,,2011-02-15T00:00:00Z,2011-02-15,2021-02-14T00:00:00Z,2021-02-14,Coal,Coal,148.2,148.2,"Shan(N),TankYang,Manpan-Monema",Shan,TankYang,Manpan-Monema,,"Block(1) 93J/1,2,5&6(EU 276 383,FU 278 383, GU 278 371,HU 276 371)Block(2)93 J/1,2,5,6   (A - U 282 408,B - U 284 408,C- U 284 396, D- U 282 396)Block(3) 93 J/1,2,5,6(I - U 257 338,J - U 259 338,K - U 259 327,L - U 257 327)",
0020/2011,"Mie Htat Co.,Ltd",Large,,2011-02-15T00:00:00Z,2011-02-15,2021-02-14T00:00:00Z,2021-02-14,Coal,Coal,42.23,42.23,"Shan(N),Lashio,Narhlyan",Shan,Lashio,Narhlyan,,93  J,
0021/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-02-16T00:00:00Z,2011-02-16,2021-02-15T00:00:00Z,2021-02-15,Coal,Coal,200,200,"Shan(N),Lashio,Harput",Shan,Lashio,Harput,,"93J/2(278063) 93J/7(032246, 035243, 036239, 037237)93J/6 (295060,292064,286065 )",
0028/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-03-08T00:00:00Z,2011-03-08,2021-03-07T00:00:00Z,2021-03-07,Bauxite,Bauxite,980,980,"Shan(N),kyaukme,BankBwekyin",Shan,kyaukme,BankBwekyin,,"93B/7(961152,961118,974127, 990130,990143)",
0030/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-03-08T00:00:00Z,2011-03-08,2021-03-07T00:00:00Z,2021-03-07,Limestone,Limestone,450,450,"Shan(N),Naung Cho,LongYone",Shan,Naung Cho,LongYone,,"93B/10(283087,294093, 304085,289097)",
0039/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-03-30T00:00:00Z,2011-03-30,2021-03-29T00:00:00Z,2021-03-29,Coal,Coal,465,465,"Shan(N),TankYang,NgarNgwe",Shan,TankYang,NgarNgwe,,"93J/2(1740872,175073,186075, 184083) (178064,180055,190057, 188066,185065, 185066)(902247, 904240,911240,911245, 909247)",
0038/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-03-30T00:00:00Z,2011-03-30,2021-03-29T00:00:00Z,2021-03-29,Gupsum,Gypsum,150,150,"Shan(N),Hsipaw,Ywar thit",Shan,Hsipaw,Ywar thit,,"93F/6(202197,208197,205184, 202184) (202197,208197,205184, 202184)",
0049/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-10-20T00:00:00Z,2011-10-20,2021-10-19T00:00:00Z,2021-10-19,Coal,Coal,150,150,"Shan(N),Lashio,MinePar",Shan,Lashio,MinePar,,"93E/16(867667,874666,877654, 869658)",
0043/2011,"Directorate of Military office of Chief of Defence Defence Industries, Ministy of Defence",Large,,2010-05-07T00:00:00Z,2010-05-07,2035-05-06T00:00:00Z,2035-05-06,Coal,Coal,549.05,549.05,"Shan(N),Lashio,NanMa",Shan,Lashio,NanMa,,"93F/14(794279,803278,819296, 811301, 797287,797285)",
0001/2013,"First Resource Co,.Ltd",Large,,2013-01-01T00:00:00Z,2013-01-01,2023-12-31T00:00:00Z,2023-12-31,Gypsum,Gypsum,153.92,153.92,"Shan(N),Hsipaw,Khar Lai",Shan,Hsipaw,Khar Lai,,"93F/6(158128,167127,167123,170124,172123, 162114, 160116, 164120,160120)",
 0002/2014,"Htun Kywe Paw Co.,Ltd",Large,,2014-04-02T00:00:00Z,2014-04-02,2024-04-01T00:00:00Z,2024-04-01,Coal,Coal,453.99,453.99,"Shan(N),Kyauk Me,Hein Sink",Shan,Kyauk Me,Hein Sink,,93B/7,
0003/2015,"Triple""A""Cement International Co.,Ltd",Large,,2015-02-04T00:00:00Z,2015-02-04,2025-02-03T00:00:00Z,2025-02-03,Gypsum,Gypsum,150,150,"Shan(N),Hsipaw,KwinPyin",Shan,Hsipaw,KwinPyin,,"93F/6(194188,197186,185165, 182166)",
16/1999,"Dragon Cement Co.,Ltd",Large,,1999-08-24T00:00:00Z,1999-08-24,2019-08-23T00:00:00Z,2019-08-23,Limestone,Limestone,282.62,282.62,"Shan(S),PingLaung,LonePyin",Shan,PingLaung,LonePyin,,93 D,
20/1999,Cornerstone Resources Myanmar Co.,Large,,1999-10-12T00:00:00Z,1999-10-12,2019-10-11T00:00:00Z,2019-10-11,Zinc,Zinc,1977,1977,"Shan(S),Mong Pawn,Long chain",Shan,Mong Pawn,Long chain,,"A 93 H NW 20° 36'07"" N 97° 27'09"",B 93 H NE 20° 36'07"" N 97° 30'01"",C 93 H NS 20° 32'51"" N 97° 27'09"",D 93 H NW 20° 32'51"" N 97° 30'01"")",
 2/2013,Eden Energy and Natural Resources Development,Large,,2003-03-11T00:00:00Z,2003-03-11,2023-03-10T00:00:00Z,2023-03-10,Coal,Coal,544,544,"Shan(S),Pinlong,Tekyit",Shan,Pinlong,Tekyit,,"93D/11(250746,252747,251747, 249750, 252751,252754,254753, 256755,259752, 260750,262730, 270726,271722, 268722, 266725, 263725,266727, 259732,254738, 252742)",
 3/2005,"No(3)Heavy Industry,Ministry of Industry",Large,,2005-01-20T00:00:00Z,2005-01-20,2025-01-19T00:00:00Z,2025-01-19,Gypsum,Gypsum,1756.19,1756.19,"Shan(S),Moukmel,Namlut",Shan,Moukmel,Namlut,,92H/12,
0012/2010,"Top Ten Star Co.,Ltd",Large,,2010-07-01T00:00:00Z,2010-07-01,2020-06-30T00:00:00Z,2020-06-30,Lead,Lead,418,418,"Shan(S),Kalawa ,Bawsai",Shan,Kalawa ,Bawsai,,"93D/13LM(317352,318354,320351,320349, 319348,317350)",
0029/2011,"NgweYi Palae Mining Co.,Ltd",Large,,2011-03-08T00:00:00Z,2011-03-08,2021-03-07T00:00:00Z,2021-03-07,Coal,Coal,2180,2180,"Shan(S),Bawsai,KaungPonChaung",Shan,Bawsai,KaungPonChaung,,"93G/1(733577,760577,760540,730563,733563)",
0033/2011,"KBZ Industries Co.,Lte",Large,,2011-03-25T00:00:00Z,2011-03-25,2021-03-24T00:00:00Z,2021-03-24,Limestone,Limestone,642.06,642.06,"Shan(S),Taunggyi,PengPet",Shan,Taunggyi,PengPet,,"93H/2M(739075,745073,749088, 743090)",
0002/2012,"GEO Asia Industry & Mining Co.,Ltd",Large,,2011-12-03T00:00:00Z,2011-12-03,2016-12-02T00:00:00Z,2016-12-02,Gold,Gold,6726.2,6726.2,"Shan(S),Kalaw,ShweMinBone",Shan,Kalaw,ShweMinBone,,93D/6,
0012/2012,"SanPya Industries Co.,Ltd",Large,,2012-09-14T00:00:00Z,2012-09-14,2022-09-13T00:00:00Z,2022-09-13,Barite,Baryte,150,150,"Shan(S),YwaNgam,DoteHtoeYae",Shan,YwaNgam,DoteHtoeYae,,"93C/7+8(943769,944767,947770, 950765, 951766,947774)",
0002/2013,"United Masterprise Co,.Ltd",Large,,2013-01-01T00:00:00Z,2013-01-01,2023-12-31T00:00:00Z,2023-12-31,Barite,Baryte,101.42,101.42,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai,,"93D/9(290414,291414,295397, 296397)",
0001/2014,GPS Jointventure Company,Large,,2014-01-22T00:00:00Z,2014-01-22,2029-01-22T00:00:00Z,2029-01-22,Lead,Lead,495,495,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai,,93C/16 93D/13LM,
0001/2014,"Dragon Cement Co.,Ltd",Large,,2014-02-28T00:00:00Z,2014-02-28,2024-02-27T00:00:00Z,2024-02-27,Coal,Coal,350,350,"Shan(S),NamSan,KyukYaLai",Shan,NamSan,KyukYaLai,,"93G/12H/9(396440,413433, 414427,395428)",
0004/2015,"Triple""A""Cement International Co.,Ltd",Large,,2015-02-11T00:00:00Z,2015-02-11,2025-02-10T00:00:00Z,2025-02-10,Limestone,Limestone,63,63,"Shan(S),YwaNgam,KaNyuntTaung",Shan,YwaNgam,KaNyuntTaung,,"93C/F(841020,845018,840013, 836016)",
0014/2014,"KBZ Industries Co.,Lte",Large,,2014-12-30T00:00:00Z,2014-12-30,2024-12-30T00:00:00Z,2024-12-30,Gypsum,Gypsum,250,250,"Shan(S),Moukmel,Namlut",Shan,Moukmel,Namlut,,"93H/12S(381395,387395,387392, 394392, 394380,387380,387388 ,381387)",
0142/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,,2014-06-27T00:00:00Z,2014-06-27,2015-06-26T00:00:00Z,2015-06-26,Lead & Zinc,Lead and Zinc,0.20032,0.20032,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa,,"92 K/9 NZ(362126, 369126,369122, -362122)",
0143/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,,2014-06-27T00:00:00Z,2014-06-27,2015-06-26T00:00:00Z,2015-06-26,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa,,"92 K/9 NZ(332150, 339150, 339146, 332146)",
0144/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,,2014-06-27T00:00:00Z,2014-06-27,2015-06-26T00:00:00Z,2015-06-26,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa,,"92 K/9 NZ (342150, 349150, -349146,342146)",
0484/2010,"San Linn International Export & Import Co.,Ltd",Small,,2014-08-04T00:00:00Z,2014-08-04,2015-08-03T00:00:00Z,2015-08-03,Lead & Zinc,Lead and Zinc,0.2003,0.2003,"Kachin,Chipway,femaw",Kachin,Chipway,femaw,,"92 J/12 NZ(384370, 388373, 392370, 388366)",
0605/2010,"Shaw SaPar Mining Co.,Ltd",Small,,2014-09-09T00:00:00Z,2014-09-09,2015-09-08T00:00:00Z,2015-09-08,"Lead & Zinc ,Copper","Lead, Zinc and Copper",0.0809,0.0809,"Kachin,Bhamaw,SinKhan",Kachin,Bhamaw,SinKhan,,"92H/4(790822,798826,790819)",
0117/2011,"Jade King Mining Co.,Ltd",Small,,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Iron,Iron,0.2003,0.2003,"Kachin,WaiMawm,KanTawYan",Kachin,WaiMawm,KanTawYan,,"92G/8(233047,237047,237041,233041) ",
0118/2011,"Jade King Mining Co.,Ltd",Small,,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Iron,Iron,0.2003,0.2003,"Kachin,WaiMaw,KanTawYan",Kachin,WaiMaw,KanTawYan,,"92G/8(228047,231047,231041,227041) ",
0119/2011,"Jade King Mining Co.,Ltd",Small,,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Iron,Iron,0.2003,0.2003,"Kachin,WaiMaw,KanTawYan",Kachin,WaiMaw,KanTawYan,,"92G/8(217087,222087,222082,217082) ",
0325/2011,"San Linn International Export & Import Co.,Ltd",Small,,2015-03-25T00:00:00Z,2015-03-25,2016-03-24T00:00:00Z,2016-03-24,Iron,Iron,0.2003,0.2003,"Kachin,Chipway,LanYan",Kachin,Chipway,LanYan,,"92K/5(031210, 031217,034217,034210)  ",
0343/2011,"Alwan Toung Mining Co.,Ltd",Small,,2015-03-29T00:00:00Z,2015-03-29,2016-03-28T00:00:00Z,2016-03-28,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Chipway,Femaw/ Laigun",Kachin,Chipway,Femaw/ Laigun,,"92K/9(481194,485197,488194,488194,484190)",
0344/2011,"Alwan Toung Mining Co.,Ltd",Small,,2015-03-29T00:00:00Z,2015-03-29,2016-03-28T00:00:00Z,2016-03-28,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Chipway,Femaw/ Laigun",Kachin,Chipway,Femaw/ Laigun,,"92k/9(478198,482201,485197,481194)",
0345/2011,"Alwan Toung Mining Co.,Ltd",Small,,2015-03-29T00:00:00Z,2015-03-29,2016-03-28T00:00:00Z,2016-03-28,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Chipway,Femaw/ Laigun",Kachin,Chipway,Femaw/ Laigun,,"92k/9(476202,480205,483201,479198)",
0346/2011,"Alwan Toung Mining Co.,Ltd",Small,,2015-03-29T00:00:00Z,2015-03-29,2016-03-28T00:00:00Z,2016-03-28,Tin/Tungsten,Tin and Tungsten,0.2003,0.2003,"Kachin,Chipway,Femaw/ Laigun",Kachin,Chipway,Femaw/ Laigun,,"92k/9(468215,473216,474211,469210)",
