Application_date_cl,Area_acre_cl,Area_km2_cl,Award_date_cl,Code/Ref,Commodity_cl,Company_Name_cl,Department,Expiry_date_cl,License_type_cl,Year,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl,License_location_code_2_cl
,, 0.20 ,2015-12-10,038/2015,Coal,"Hein Myittar Co.,Ltd",,2020-12-09,First-come-first-serve,2016-17,,Shan,Mine Kying,Wanlawe,
,, 0.20 ,2014-10-03,0218/2008,Lead and Associated,"Kar San Co.,Ltd",,2015-10-02,First-come-first-serve,2016-17,,Shan,Monekoe,Kaung lone,
,, 0.20 ,2014-10-03,0219/2008,Lead and Associated,"Kar San Co.,Ltd",,2015-10-02,First-come-first-serve,2016-17,,Shan,Monekoe,Kaung lone,
,, 0.20 ,2014-10-03,0221/2008,Lead,"Myanmar Shwe KoneMyint Co.,Ltd",,2015-10-02,First-come-first-serve,2016-17,,Shan,,,
,, 0.20 ,2014-02-04,0021/2009,Zinc,"Ruby Graden Mining Co.,Ltd",,2015-02-03,First-come-first-serve,2016-17,,Shan,Tangyan,Naungmaing=e,
,, 0.20 ,2015-05-15,0068/2009,Antimony,"Shwe Aung Linn Co.,Ltd ",,2016-05-14,First-come-first-serve,2016-17,,Shan,Manton,Aungnan,
,, 0.20 ,2015-08-21,0018/2009`,Lead and Associated,"Shwe Le Great Mining Co.,Ltd",,2016-08-20,First-come-first-serve,2016-17,,Shan,Muse,Mulone,
,, 0.20 ,2015-09-04,122/2009,Lead,"Inngyin Shwe Sin Co.,Ltd",,2016-09-03,First-come-first-serve,2016-17,,Shan,Thipaw,Nanlan,
,, 0.20 ,2015-09-04,123/2009,Lead,"Inngyin Shwe Sin Co.,Ltd",,2016-09-03,First-come-first-serve,2016-17,,Shan,Thipaw,Nanlan,
,, 0.20 ,2015-11-27,0241/2009,Lead and Associated,"New Day Asia Co.,Ltd",,2016-11-26,First-come-first-serve,2016-17,,Shan,Manton,Nanat,
,, 0.20 ,2015-11-27,0242/2009,Lead and Associated,"New Day Asia Co.,Ltd",,2016-11-26,First-come-first-serve,2016-17,,Shan,Manton,Nanat,
,, 0.20 ,2015-11-27,0243/2009,Lead and Associated,"New Day Asia Co.,Ltd",,2016-11-26,First-come-first-serve,2016-17,,Shan,Manton,Nanat,
,, 0.20 ,2015-11-27,0244/2009,Lead and Associated,"New Day Asia Co.,Ltd",,2016-11-26,First-come-first-serve,2016-17,,Shan,Manton,Nanat,
,, 0.20 ,2015-11-27,0245/2009,Lead and Associated,"New Day Asia Co.,Ltd",,2016-11-26,First-come-first-serve,2016-17,,Shan,Manton,konemyung,
,, 0.20 ,2016-02-11,0097/2010,Lead and Associated,"Pan Kwin Mining Co.,Ltd",,2017-02-10,First-come-first-serve,2016-17,,Shan,Hoepan,Pharlinn,
,, 0.20 ,2015-04-08,0204/2010,Lead and Associated,"Aung Than Lwin Mining Co.,Ltd",,2016-04-07,First-come-first-serve,2016-17,,Shan,Kwinlone,Nankanshan,
,, 0.20 ,2015-10-29,0765/2010,Lead and Associated,"Shwe Le Great Mining Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Shan,Muse,Mulone,
,, 0.20 ,2015-10-29,0766/2010,Lead and Associated,"Shwe Le Great Mining Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Shan,Muse,Mulone,
,, 0.20 ,2015-10-29,0767/2010,Lead and Associated,"Shwe Le Great Mining Co.,Ltd",,2016-10-28,First-come-first-serve,2016-17,,Shan,Muse,Mulone,
,, 0.20 ,2015-12-29,0021/2010,Coal,"Htun Kyaye Pawl Industry Co.,Ltd",,2016-12-28,First-come-first-serve,2016-17,,Shan,Kyaukmal,Narsaing,
,, 0.20 ,2015-12-29,0022/2010,Coal,"Htun Kyaye Pawl Industry Co.,Ltd",,2016-12-28,First-come-first-serve,2016-17,,Shan,Kyaukmal,Nantan,
,, 0.20 ,2016-01-11,0001/2011,Coal,"Shwe Ohn Pwin Production Co.,Ltd",,2017-01-10,First-come-first-serve,2016-17,,Shan,Naungcho,Nyauthtue,
,, 0.20 ,2016-01-27,0002/2011,Coal,"UE Export & Import Co.,Ltd",,2017-01-26,First-come-first-serve,2016-17,,Shan,Naungcho,Sin Taung,
,, 0.20 ,2015-05-12,053/2011,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-05-12,054/2011,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-05-12,055/2011,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-05-12,056/2011,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-05-12,057/2011,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-05-12,0250/2011,Lead and Associated,"New Day Asia Co.,Ltd",,2016-05-11,First-come-first-serve,2016-17,,Shan,Laisho,Pharso,
,, 0.20 ,2015-09-01,0365/2011,Copper and Associated,"Shwe Hnin Mone Mining Co.,Ltd",,2016-08-31,First-come-first-serve,2016-17,,Shan,Laisho,Lwal Kan,
,, 0.20 ,2015-09-01,0366/2011,Copper and Associated,"Shwe Hnin Mone Mining Co.,Ltd",,2016-08-31,First-come-first-serve,2016-17,,Shan,Laisho,Lwal Kan,
,, 0.20 ,2016-01-09,0001/2012,Lead and Associated,San Myanmar International,,2017-01-08,First-come-first-serve,2016-17,,Shan,Naung cho,Narmong,
,, 0.08 ,2015-11-08,0214/2012,Copper,"Linn Sein Mining Co.,Ltd",,2016-11-07,First-come-first-serve,2016-17,,Shan,Laisho,Nanton,
,, 0.08 ,2015-11-08,0215/2012,Copper,"Linn Sein Mining Co.,Ltd",,2016-11-07,First-come-first-serve,2016-17,,Shan,Laisho,Nanton,
,, 0.08 ,2015-11-08,0216/2012,Copper,"Linn Sein Mining Co.,Ltd",,2016-11-07,First-come-first-serve,2016-17,,Shan,Laisho,Nanton,
,, 0.26 ,2016-03-25,0003/2013,Coal,"New Light Seven Co.,Ltd",,2017-03-24,First-come-first-serve,2016-17,,Shan,Theinni Minepar,,
,, 0.20 ,2013-06-11,0013/2013,Coal,"Shan Yoma Aye Chan Yae Golden Mine Product Co.,Ltd",,2016-06-10,First-come-first-serve,2016-17,,Shan,Laisho Konepaung,,
,, 0.20 ,2013-06-19,0019/2013,Coal,"Green Asia Co.,Ltd",,2016-06-18,First-come-first-serve,2016-17,,Shan,Laisho,Sanya,
,, 0.08 ,2015-10-10,0039/2014,Gold,"Thitsar Flower Co.,Ltd",,2016-10-09,First-come-first-serve,2016-17,,Shan,Moemate,Mongmauk,
,, 0.06 ,2015-10-10,0040/2014,Gold,"Dana Thit Hti Kyel Co.,Ltd",,2016-10-09,First-come-first-serve,2016-17,,Shan,Moemate,Mongmauk,
,, 0.19 ,2014-02-13,0059/2014,Lead,"Shell San Mining Co.,Ltd",,2017-02-12,First-come-first-serve,2016-17,,Shan,Kyaukmal Panwhoe,,
,, 0.09 ,2014-04-30,0139/2014,Iron,"San Nadi Mining Co.,Ltd",,2017-04-29,First-come-first-serve,2016-17,,Shan,Kyaukmal,Mantone,
,, 0.20 ,2014-04-30,0140/2014,Iron,"San Nadi Mining Co.,Ltd",,2017-04-29,First-come-first-serve,2016-17,,Shan,Kyaukmal,Mantone,
,, 0.20 ,2014-05-07,0141/2014,Lead and Zinc,"Hein Htike Mining Co.,Ltd",,2017-05-06,First-come-first-serve,2016-17,,Shan,Mantone,Lwal Kyau,
,, 0.20 ,2014-07-06,0193/2014,Lead,"Yadanar Htun Co.,Ltd",,2017-07-05,First-come-first-serve,2016-17,,Shan,Laisho,Kharshei,
,, 0.10 ,2014-12-10,0290/2014,Lead and Associated,"Shwe Li Great Mining Co.,Ltd",,2019-12-09,First-come-first-serve,2016-17,,Shan,Muse,Mulone,
,, 0.54 ,2015-01-28,003/2015,Coal,"New Light Year Mining Co.,Ltd",,2020-01-27,First-come-first-serve,2016-17,,Shan,Theinni Minepar,,
,, 0.81 ,2015-04-09,0230/2010,Gold,"Myanmar Ruby Jade Co.,Ltd",,2016-04-08,First-come-first-serve,2016-17,,Shan,Mabane,yangbo,
,, 0.08 ,2015-04-09,0231/2010,Gold,"Myanmar Ruby Jade Co.,Ltd",,2016-04-08,First-come-first-serve,2016-17,,Shan,Mabane,yangbo,
,, 0.20 ,2015-07-08,0142/2015,Lead and Associated,"Shwe Sa Par Mining Co.,Ltd",,2020-07-07,First-come-first-serve,2016-17,,Shan,Kutkhaing,Hankying,
,, 0.20 ,2015-10-29,0200/2015,Lead and Zinc Associated,"Ngwe Myin Phyu Co.,Ltd",,2020-10-28,First-come-first-serve,2016-17,,Shan,Hoepan,Phathar,
,, 0.08 ,2016-03-01,0021/2016,Gold,"Htan Shwe Mining Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Shan,Mabane,Thahal,
,, 0.08 ,2016-03-01,0022/2016,Gold,"Htan Shwe Mining Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Shan,Mabane,Thahal,
,, 0.20 ,2016-03-30,008/2016,Coal,"Nyein Chan Kaung Kin Co.,Ltd",,2021-03-29,First-come-first-serve,2016-17,,Shan,Tangyan,Minemar,
,, 0.20 ,2016-03-30,009/2016,Coal,"Nyein Chan Kaung Kin Co.,Ltd",,2021-03-29,First-come-first-serve,2016-17,,Shan,Tangyan,Minemar,
,, 0.20 ,2015-07-02,031/2009,Manganese Dioxide,"Spring Fragrance Co.,Ltd",,2016-07-01,First-come-first-serve,2016-17,,Shan,Minephat,Wansarloz,
,, 0.20 ,2015-07-28,033/2009,Manganese Dioxide,"Naung Tone Nagar Mining Co.,Ltd",,2016-07-27,First-come-first-serve,2016-17,,Shan,Minephat,Semone,
,, 0.20 ,2015-04-09,016/2009,Manganese Dioxide,"Sai Laung Hein Co.,Ltd",,2016-04-08,First-come-first-serve,2016-17,,Shan,Tachileik,Parshan,
,, 0.20 ,2013-09-16,0007/2010,Manganese Dioxide,"Wana Thein Than Mineral Production Co.,Ltd",,2015-09-15,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2015-09-16,0008/2010,Manganese Dioxide,"Hein Linn San Mining Co.,Ltd",,2016-09-15,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2015-10-21,0009/2010,Manganese Dioxide,"San para mi Production Co.,Ltd",,2016-10-20,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2016-02-17,0005/2011,Manganese Dioxide,"Spring Fragrance Co.,Ltd",,2017-02-16,First-come-first-serve,2016-17,,Shan,Tachileik,Minewin,
,, 0.20 ,2015-02-25,0007/2011,Manganese Dioxide,"Myint Oo Aung Co.,Ltd",,2016-02-24,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2015-10-27,0376/2011,Antimony,"Eastern Highland Mining Co.,Ltd",,2016-10-26,First-come-first-serve,2016-17,,Shan,Matman Phankaw,,
,, 0.20 ,2015-11-09,063/2011,Manganese Dioxide,"Sai Laung Hein Co.,Ltd",,2016-11-08,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.20 ,2016-01-10,0002/2012,Manganese Dioxide,"Mahar Shwe La Woun Mining Co.,Ltd",,2017-01-09,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.06 ,2015-03-08,0027/2012,Coal,KBZ Industry Enterprise,,2016-03-07,First-come-first-serve,2016-17,,Shan,Minephat,Wanlone,
,, 0.20 ,2015-05-30,0028/2012,Manganese Dioxide,"Hein Linn San Mining Co.,Ltd",,2016-05-29,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2012-12-05,0065/2012,Manganese Dioxide,"Wana Thein Than Mineral Production Co.,Ltd",,2015-12-04,First-come-first-serve,2016-17,,Shan,Tachileik,minekose,
,, 0.20 ,2015-12-12,0002/2013,Manganese Dioxide,"Kyauk Saungni Mining Co.,Ltd",,2016-12-11,First-come-first-serve,2016-17,,Shan,Tachileik,Aryae,
,, 0.20 ,2013-10-30,0191/2013,Lead,"Sat Wine InArr Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Mineyaung,Waunman,
,, 0.20 ,2013-10-30,0192/2013,Lead,"Sat Wine InArr Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Mineyaung,Waunman,
,, 0.20 ,2013-10-30,0193/2013,Lead,"Sat Wine InArr Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Mineyaung,Waunman,
,, 0.20 ,2013-10-30,0194/2013,Lead,"Sat Wine InArr Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Mineyaung,Waunman,
,, 0.20 ,2013-10-30,0195/2013,Lead,"Sat Wine InArr Mining Co.,Ltd",,2016-10-29,First-come-first-serve,2016-17,,Shan,Mineyaung,Waunman,
,, 0.20 ,2014-07-02,0199/2014,Tin and Tungsten ,"Loimei Kan Co.,Ltd",,2017-07-01,First-come-first-serve,2016-17,,Shan,Minetone,Minekan,
,, 0.20 ,2014-07-02,0200/2014,Tin and Tungsten ,"Loimei Kan Co.,Ltd",,2017-07-01,First-come-first-serve,2016-17,,Shan,Minetone,Minekan,
,, 0.20 ,2014-07-02,0201/2014,Tin and Tungsten ,"Loimei Kan Co.,Ltd",,2017-07-01,First-come-first-serve,2016-17,,Shan,Minetone,Minekan,
,, 0.20 ,2014-07-02,0202/2014,Tin and Tungsten ,"Loimei Kan Co.,Ltd",,2017-07-01,First-come-first-serve,2016-17,,Shan,Minetone,Minekan,
,, 0.20 ,2014-10-09,0261/2014,Antimony,"Shwe Lar Hue Co.,Ltd",,2019-10-08,First-come-first-serve,2016-17,,Shan,Minetone,Lwal Kan lone,
,, 0.20 ,2014-10-09,0262/2014,Antimony,"Shwe Lar Hue Co.,Ltd",,2019-10-08,First-come-first-serve,2016-17,,Shan,Minetone,Lwal Kan lone,
,, 0.20 ,2015-06-24,036/2015,Coal,"Minn Khit Thit Co.,Ltd",,2020-02-10,First-come-first-serve,2016-17,,Shan,Tachileik,Minehal,
,, 0.08 ,2016-02-25,0211/2011,Gold,"Hein Kaung Sett Co.,Ltd",,2017-02-24,First-come-first-serve,2016-17,,Shan,Mineyu,Tarkyant,
,, 0.08 ,2016-02-25,0202/2011,Gold,"Two Dragon Co.,Ltd",,2017-02-24,First-come-first-serve,2016-17,,Shan,Mineyu,Tarkyant,
,, 0.08 ,2015-05-22,0108/2012,Gold,"Linn Hlyan Htet Co.,Ltd",,2016-05-21,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2016-08-30,0173/2012,Gold,"Ngwe Taung Min Co.,Ltd",,2017-08-29,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-03-07,0069/2013,Gold,"Shwe Nadi Myat Co.,Ltd",,2016-03-06,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-03-07,0085/2013,Gold,"Happy Confortable Co.,Ltd",,2016-03-06,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-06-19,0117/2013,Gold,"Aung Win Nay Co.,Ltd",,2016-06-18,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-06-19,0118/2013,Gold,"Aung Win Nay Co.,Ltd",,2016-06-18,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-01-15,0034/2014,Gold,"Lar Hue Brothers Mining Co.,Ltd",,2016-01-14,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-01-28,0048/2014,Gold,"Ngwe Taung Min Co.,Ltd",,2016-01-27,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-01-28,0049/2014,Gold,Shwe Kying Tong,,2016-01-27,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.06 ,2015-09-03,0237/2014,Gold,"Two Dragon Co.,Ltd",,2016-09-02,First-come-first-serve,2016-17,,Shan,Mineyu,Tarkyant,
,, 0.07 ,2015-11-26,0282/2014,Gold,"Taine Chit Min Co.,Ltd",,2016-11-25,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-12-31,0306/2014,Gold,"Wai Tal Co.,Ltd",,2016-12-30,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-34,
,, 0.06 ,2015-01-28,0027/2015,Gold,"Shwe Htoo San Co.,Ltd",,2016-01-27,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-37,
,, 0.08 ,2016-02-04,0053/2015,Gold,"Myint Oo Aung Co.,Ltd",,2017-02-03,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-40,
,, 0.08 ,2016-03-12,0073/2015,Gold,"Hein Myittar Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-43,
,, 0.08 ,2016-03-12,0074/2015,Gold,"Hein Myittar Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-44,
,, 0.08 ,2016-03-12,0071/2015,Gold,"Mahar TaKhun Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-41,
,, 0.08 ,2016-03-12,0072/2015,Gold,"Mahar TaKhun Co.,Ltd",,2017-03-11,First-come-first-serve,2016-17,,Shan,Tachileik,SETCL-42,
,, 0.08 ,2016-04-29,0100/2015,Gold,"Happy Confortable Co.,Ltd",,2017-04-28,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-05-13,0103/2015,Gold,"San para mi Production Co.,Ltd",,2016-05-12,First-come-first-serve,2016-17,,Shan,Tachileik,Minelinn,
,, 0.08 ,2015-05-13,0104/2015,Gold,"San para mi Production Co.,Ltd",,2016-05-12,First-come-first-serve,2016-17,,Shan,Tachileik,Minelinn,
,, 0.08 ,2015-05-13,0109/2015,Gold,"Shan Shae Linn Lat Co.,Ltd",,2016-05-12,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-05-20,0110/2015,Gold,Shwe Kying Tong,,2016-05-19,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2016-05-27,0111/2015,Gold,"May Flower Mining Co.,Ltd",,2017-05-26,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2016-05-27,0112/2015,Gold,"May Flower Mining Co.,Ltd",,2017-05-26,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2016-05-27,0113/2015,Gold,"May Flower Mining Co.,Ltd",,2017-05-26,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2016-05-27,0114/2015,Gold,"May Flower Mining Co.,Ltd",,2017-05-26,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-07-01,0136/2015,Gold,"Sein Linn Kyi Co.,Ltd",,2016-06-30,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-07-08,0143/2015,Gold,"Hone Ywan Seint Co.,Ltd",,2016-07-07,First-come-first-serve,2016-17,,Shan,Tachileik,Nankane,
,, 0.08 ,2015-07-08,0145/2015,Gold,Sai Agriculture,,2016-07-07,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-07-08,0146/2015,Gold,Sai Agriculture,,2016-07-07,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-07-01,0141/2015,Gold,"Gyin Ru Co.,Ltd",,2016-06-30,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-07-29,0157/2015,Gold,"Lar Hue Brothers Mining Co.,Ltd",,2016-07-28,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2015-07-29,0156/2015,Gold,"Shwe Nadi Myat Co.,Ltd",,2016-07-28,First-come-first-serve,2016-17,,Shan,Tachileik,Minekying,
,, 0.08 ,2015-08-05,0165/2015,Gold,"Htun Pyae Thein San Co.,Ltd",,2016-08-04,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-06-17,0132/2015,Gold,"Thaw Bauk Co.,Ltd",,2016-06-16,First-come-first-serve,2016-17,,Shan,Kyingtone,Mineyaung,
,, 0.08 ,2015-06-17,0131/2015,Gold,"Htoo Nay Chiy Co.,Ltd",,2016-06-16,First-come-first-serve,2016-17,,Shan,Tachileik,minelinn,
,, 0.08 ,2015-09-16,0182/2015,Gold,"Tashine Co.,Ltd",,2016-09-15,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-09-16,0183/2015,Gold,"Aung Shwin Le Co.,Ltd",,2016-09-15,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-09-16,0181/2015,Gold,"Nay La Lar Hue Kyar Law Mining Co.,Ltd",,2016-09-15,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-09-23,0186/2015,Gold,"Sin Myint Myanmar Co.,Ltd",,2016-09-22,First-come-first-serve,2016-17,,Shan,Tachileik,Nankane,
,, 0.08 ,2015-09-23,0187/2015,Gold,"Sin Myint Myanmar Co.,Ltd",,2016-09-22,First-come-first-serve,2016-17,,Shan,Tachileik,Nankane,
,, 0.08 ,2015-11-11,0215/2015,Gold,"Tar Lay Khin Maung latt Co.,Ltd",,2016-11-11,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-11-04,0212/2015,Gold,"Hone Ywan Seint Co.,Ltd",,2016-11-03,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-12-11,0226/2015,Gold,"Tachileik Shwe Taung Co.,Ltd",,2016-12-10,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-12-17,0242/2015,Gold,"Tay Char Thaw Co.,Ltd",,2016-12-16,First-come-first-serve,2016-17,,Shan,Tachileik,Tarkyant,
,, 0.06 ,2015-12-17,0241/2015,Gold,"May Flower Mining Co.,Ltd",,2016-12-16,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2016-01-06,0002/2016,Gold,"Tachileik Shwe Sin Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Shan,Tarlay,Minelinn,
,, 0.08 ,2016-01-06,0001/2016,Gold,"Lar Hue Brothers Mining Co.,Ltd",,2017-01-05,First-come-first-serve,2016-17,,Shan,Tachileik,Minekoe,
,, 0.08 ,2016-03-24,0070/2016,Gold,"Hone Ywan Seint Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Shan,Tachileik,Nankane,
,, 0.08 ,2016-03-24,0071/2016,Gold,"Hone Ywan Seint Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Shan,Tachileik,Nankane,
,, 0.08 ,2016-03-24,0072/2016,Gold,"Tachileik Shwe Taung Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2016-03-24,0068/2016,Gold,"Sein Naw Mining Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2016-03-24,0069/2016,Gold,"Sein Naw Mining Co.,Ltd",,2017-03-23,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.06 ,2015-12-29,0254/2015,Iron,Aung Naing thu Mahar Sein,,2020-12-28,First-come-first-serve,2016-17,,Shan,Mineyaung,wountat,
,, 0.08 ,2015-12-29,0255/2015,Iron,Aung Naing thu Mahar Sein,,2020-12-28,First-come-first-serve,2016-17,,Shan,Mineyaung,wountat,
,, 0.08 ,2016-03-01,025/2016,Gold,"Shwe Let Kaung Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2016-03-01,024/2016,Gold,"Naung Tone Nagar Mining Co.,Ltd",,2017-02-28,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.08 ,2015-10-07,0192/2015,Gold,"Lawl Kan Lone Co.,Ltd",,2016-10-06,First-come-first-serve,2016-17,,Shan,Tachileik,Naryaung,
,, 0.20 ,2015-04-26,0329/2010,Copper,"Lamin Htet Mining Co.,Ltd",,2016-04-25,First-come-first-serve,2016-17,,Ayeyarwaddy,laymyatnar,thitarpankone,
,, 0.20 ,2015-04-26,0330/2010,Copper,"Lamin Htet Mining Co.,Ltd",,2016-04-25,First-come-first-serve,2016-17,,Ayeyarwaddy,laymyatnar,Doetar(1),
,, 0.20 ,2015-04-26,0331/2010,Copper,"Lamin Htet Mining Co.,Ltd",,2016-04-25,First-come-first-serve,2016-17,,Ayeyarwaddy,laymyatnar,Doetar(2),
,, 0.17 ,2015-10-18,0288/2013,Tin and Tungsten ,"Lan Chaw Pwan Development Co.,Ltd",,2016-10-17,First-come-first-serve,2016-17,,Kachin,Panwar,Sinkone,
,, 0.17 ,2015-10-18,0289/2013,Tin and Tungsten ,"Lan Chaw Pwan Development Co.,Ltd",,2016-10-17,First-come-first-serve,2016-17,,Kachin,Panwar,Sinkone,
,, 0.20 ,2015-10-18,0290/2013,Tin and Tungsten ,"Lan Chaw Pwan Development Co.,Ltd",,2016-10-17,First-come-first-serve,2016-17,,Kachin,Panwar,Sinkone,
,, 0.17 ,2016-02-19,0023/2014,Iron,"Kyal Sin Khaing Group 
Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Kachin,Bamaw,SinKane,
,, 0.07 ,2016-02-19,0024/2014,Iron,"Kyal Sin Khaing Group 
Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Kachin,Bamaw,SinKane,
,, 0.10 ,2016-02-19,0025/2014,Iron,"Kyal Sin Khaing Group 
Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Kachin,Bamaw,SinKane,
,, 0.08 ,2016-02-19,0026/2014,Iron,"Kyal Sin Khaing Group 
Co.,Ltd",,2017-02-18,First-come-first-serve,2016-17,,Kachin,Bamaw,SinKane,
,, 0.20 ,2016-03-26,0048/2014,Iron,"Dragon Peacock Mining
Co.,Ltd",,2017-03-25,First-come-first-serve,2016-17,,Kachin,Chepwi,Lanyan,
,, 0.13 ,2016-03-26,0049/2014,Iron,"Dragon Peacock Mining
Co.,Ltd",,2017-03-25,First-come-first-serve,2016-17,,Kachin,Chepwi,Lanyan,
,, 0.20 ,2016-03-26,0050/2014,Iron,"Dragon Peacock Mining
Co.,Ltd",,2017-03-25,First-come-first-serve,2016-17,,Kachin,Chepwi,Lanyan,
,, 0.19 ,2015-05-21,0090/2014,Tin and Tungsten ,"SimKying Co.,Ltd",,2016-05-20,First-come-first-serve,2016-17,,Kachin,Sawlaw,Lansal,
,, 0.19 ,2015-05-21,0091/2014,Tin and Tungsten ,"SimKying Co.,Ltd",,2016-05-20,First-come-first-serve,2016-17,,Kachin,Sawlaw,Lansal,
,, 0.20 ,2015-05-21,0092/2014,Tin and Tungsten ,"SimKying Co.,Ltd",,2016-05-20,First-come-first-serve,2016-17,,Kachin,Sawlaw,Lansal,
