Code/Ref,Company_Name_cl,License_type_cl,Commodity_cl,Area_acre_cl,Coordinates of the license area,Award_date,Expiry_date,Award_date_cl,Expiry_date_cl,Location (Region),Location_state_cl,License_location_cl,License_location_code_1_cl
0016/2010,"Myanmar Might Industru Co.,Ltd",Large,Limestone,213.87,"94H/15(400840,403843,417819, 420882)",29/10/10,28/10/20,2010-10-29,2020-10-28,"Mon,Kyaikmaraw,Hnidon Taung",Mon,Kyaikmaraw,Hnidon Taung
0009/2011,"June  Industrial and Mining Co.,Ltd",Large,Limestone,356.4,"94H/15(429841,434841,429822,428823,430825, 429826,431833,429834,430835,428838)",2/1/15,30/1/36,2015-01-02,2036-01-30,"Mon,Kyaikmaraw,Pya Taung(North)",Mon,Kyaikmaraw,Pya Taung(North)
0032/2011,Pacific Link Cement Industries Ltd,Large,Limestone,320,"94H/15S(433822,444822,445819, 444817, 451814,450813,446814, 445815,439816, 439815,436816, 435813,437810, 436806, 442806, 441803,436803,433803,434811, 432811,427807,425809,427811, 432811)",16/3/11,15/3/36,2011-03-16,2036-03-15,"Mon,Kyaikmaraw,Pya Taung",Mon,Kyaikmaraw,Pya Taung
0040/2011,"Famar Pho Yazar Mining Co.,Ltd",Large,Limestone,210,"94H/16(661615,658613,657612, 653612, 650613,650603,652604, 654603,656603, 656606,657607, 659607,661609)",30/3/11,29/3/21,2011-03-30,2021-03-29,"Mon,Kyaikmaraw,AhtoranTaung",Mon,Kyaikmaraw,AhtoranTaung
19/1999,"No(2)Heavy Industry,Ministry of Industry",Large,Limestone,3840,"85Q/4(160400,160430,120400, 120430)",8/1/99,31/7/19,1999-01-08,2019-07-31,"Ayeyarwaddy  ,Kyan Khinn, Htonetaung,",Ayeyarwaddy,Kyan Khinn, Htonetaung
19/1999,"No(2)Heavy Industry,Ministry of Industry",Large,Limestone,100,"85Q/4(120410,120440,090410, 090440)",15/11/00,14/11/20,2000-11-15,2020-11-14,"Ayeyarwaddy ,Kyan Khinn,Htonetaung,",Ayeyarwaddy,Kyan Khinn,Htonetaung
3/2003,"No(2)Heavy Industry,Ministry of Industry",Large,Glass Sand,34.44,95L/11T(570870),7/11/03,7/10/23,2003-11-07,2023-10-07,"Ayeyarwaddy,Ngaputaw,SinKuugyi",Ayeyarwaddy,Ngaputaw,SinKuugyi
1/2002,"KMPC Co.,Ltd",Large,Tin/Tungsten Mixed,7024,"94F/1(683884,694850,695832,710828,715800, 745796,760806, 760841,743843,735856, 728852, 707884)",28/2/14,27/2/19,2014-02-28,2019-02-27,"Kayar,PharSoung,Mawchi Mine",Kayah,PharSoung,Mawchi Mine
28/2000,May Flower Mining Enterprise Ltd,Large,Zinc,32257.74,"94 L/16QT (725700, 600700, 600550,660550)",8/11/10,8/10/15,2010-11-08,2015-10-08,"Kayin,Myawaddy,Mawkel WalLay",Kayin,Myawaddy,Mawkel WalLay
8/2001,Myanma Economic   Corporation,Large,Limestone,252.6,"94G/15(486979,490979,490970, 481970, 481975, 486975)",30/7/01,29/7/26,2001-07-30,2026-07-29,"Kayin,Pha-An ,Thandie taung",Kayin,Pha-An ,Thandie taung
9/2001,"No(2)Heavy Industry, Ministry of Industry",Large,Iron,281.16,94H/9(216478),30/7/01,29/7/26,2001-07-30,2026-07-29,"Kayin,Pha-An ,MarMee Taung",Kayin,Pha-An ,MarMee Taung
10/2001,"No(2)Heavy Industry,  Ministry of Industry",Large,Clay,39.62,94H/9(205470),30/7/01,29/7/26,2001-07-30,2026-07-29,"Kayin,Pha-An ,No(1)Clay",Kayin,Pha-An ,No(1)Clay
11/2001,"No(2)Heavy Industry,Ministry of Industry",Large,Clay,87.26,94H/9(201443),30/7/01,29/7/26,2001-07-30,2026-07-29,"Kayin,Pha-An ,No(2)Clay",Kayin,Pha-An ,No(2)Clay
12/2001,"Tha Byu Mining Co.,Ltd",Large,Antimony,3960,"95i/6(133920, 150920, 150890, 190850, 150850,133860)",12/12/11,12/11/16,2011-12-12,2016-11-12,"Kayin,Kyarinsekgyi,Thabyu",Kayin,Kyarinsekgyi,Thabyu
0002/2010,"Silver Lion Mining Co.,Ltd",Large,Granite,43,"94a/12(104061,102056,108058, 108060)",20/1/10,19/1/20,2010-01-20,2020-01-19,"Kayin,Pha-An ,KyattikeKwin",Kayin,Pha-An ,KyattikeKwin
0041/2011,"United Cement Co.,Ltd",Large,Limestone,189+1410,"94h/9(213574,215574,221556, 226560, 226558, 216558,215563, 212568) 94g/12(154648,174634, 180620,192620, 196605,194604, 190609,180610, 175626, 158630, 156626,150626,150635,154637)",30/3/11,29/3/21,2011-03-30,2021-03-29,"Kayin,Pha-An ,Kyawpyin and Mikayin",Kayin,Pha-An ,Kyawpyin and Mikayin
0001/2011,Myanma Economic Holding Ltd.,Large,Copper,5841.444,84 N/4  84 J/16,1/3/11,1/2/36,2011-03-01,2036-02-01,"Sagaing,SarLinGyi,Kyae Sin Taung",Sagaing,SarLinGyi,Kyae Sin Taung
0010/2011,"Htoo International Industrial Gorup Co.,Ltd",Large,Coal,6005.163,"84  I/4,8 RU(740698,787698, 786660,739660 ) (730600,773600, 769573,730573)",2/4/11,2/3/21,2011-04-02,2021-03-02,"Sagaing,Kalaywa,Labinchaung",Sagaing,Kalaywa,Labinchaung
6/2004,"Tun Thwin Mining Co.,Ltd",Large,Coal,4500,"84 I /7(789999,786840, 777840,767760, 782760,792840, 796999)",7/9/14,7/8/19,2014-09-07,2019-08-07,"Sagaing,Kalaywa,PaluZawa",Sagaing,Kalaywa,PaluZawa
4/2005,Myanma Economic Holding Ltd.,Large,Coal,5165.25,"84 I/4+8(785660,782601, 736601,727660)",24/1/05,23/1/25,2005-01-24,2025-01-23,"Sagaing,Kalaywa,KyoukOn Chaung,",Sagaing,Kalaywa,KyoukOn Chaung
1/2007,"Thiha Thant Hein Co.,Ltd",Large,Coal,2324.9,"84 I/6 RP(825320,835320, 835270,830270, 830195,815195, 815220,825220)",28/12/07,27/12/17,2007-12-28,2017-12-27,"Sagaing,Mawleik,MawLikeGyi & NanPanMon Chaung",Sagaing,Mawleik,MawLikeGyi & NanPanMon Chaung
0005/2008,Yangon City Development Committee,Large,Coal,4105,"84 I/5(844579,866563, 818505,791521)",11/10/08,11/9/18,2008-10-11,2018-09-11,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk
0003/2010,Myanmar Economic Holding Limited,Large,Copper,7946.736,LPB(30 22 5 38. 708280 95 4 27 . 038410),3/5/10,3/4/48,2010-05-03,2048-04-03,"Sagaing,SarLinGyi,Latpataung",Sagaing,SarLinGyi,Latpataung
0004/2008,Myanmar CNMC Nickel Co; LTD,Large,Nickel,,93 A/3 A(N-23-36 E-96-06)B(N 23-36E 96-10) C(N-23-33 E-93-10)D(N-23-33-E-96-06),28/7/08,27/7/28,2008-07-28,2028-07-27,"Mandalay,Thaneikyin,Ta Gaung Taung",Mandalay,Thaneikyin,Ta Gaung Taung
0015/2010,"Dagon Mining Co.,Ltd",Large,Coal,3320.36,"83 I /5RP (795519, 825500, 793460,763459, 773489)",29/10/10,28/10/20,2010-10-29,2020-10-28,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk
0005/2011,Shwe Taung Mining,Large,Coal,3378.2,"84 I /7(779999,789999, 786840,777840)",18/1/11,17/1/21,2011-01-18,2021-01-17,"Sagaing,Kalawa ,Plauzawa",Sagaing,Kalawa ,Plauzawa
0007/2011,"Group Of Four Mining Co.,Ltd",Large,Coal,6574.06,"84 I/1+2+5+6(759459, 801461, 750380,750360, 716360,719380)",18/1/11,17/1/21,2011-01-18,2021-01-17,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk
0008/2011,"Max Myanmar Co.,Ltd",Large,Coal,5247.66,"84 I/14+7+8 RU(754760,790760, 780760, 787698, 740698)",21/1/11,20/1/21,2011-01-21,2021-01-20,"Sagaing,Kalawa ,Plauzawa",Sagaing,Kalawa ,Plauzawa
0011/2011,Young Investment Group CoLtd,Large,Coal,5600,"84 I /5(872644,907615, 868566,835594)",2/4/11,2/3/21,2011-04-02,2021-03-02,"Sagaing,Mawleik,DarThweKyouk",Sagaing,Mawleik,DarThweKyouk
0022/2011,"GeoAsia Industries Co,Ltd",Large,Coal,940,"84 I / 5 & 6(A - 834390 , B - 840390,C - 840383 , D 847373,  C - 840383 , D 847373",17/2/11,16/2/21,2011-02-17,2021-02-16,"Sagaing,Mawleik,mawkuu",Sagaing,Mawleik,mawkuu
0031/2011,"Madalay Distribution and Mining Co.,Ltd",Large,Coal,3130.15,"84 I/5(720360, 750360,750315)84 I/6(720304)",3/8/11,3/7/21,2011-08-03,2021-07-03,"Sagaing,Mawleik,Namponmun Chaung",Sagaing,Mawleik,Namponmun Chaung
0042/2011,"Asia Phyo Mining Co.,Ltd",Large,Limestone,600,"84 M/15(594988,612988, 612970,594970)",30/3/11,29/3/21,2011-03-30,2021-03-29,"Sagaing,Kanbolu,Zin Taing",Sagaing,Kanbolu,Zin Taing
0086/2007,"Eternal Mining Co.,Ltd",Large,Gold,1492.39,"84 M/13(593479,602502, 626509, 618503, 531506,632499, 618481, 619477, 614475, 606479, 604484)",8/1/07,31/7/17,2007-01-08,2017-07-31,"Sagaing ,Kawlin,Kyaukpahtoe",Sagaing,Kawlin,Kyaukpahtoe
0009/2014,"Hyun Tauk Sa Industrial Co.,Ltd",Large,Coal,145.99,"85 I /5(814603, 840642, 858631, 832592)",26/11/14,25/11/15,2014-11-26,2015-11-25,"Sagaing ,tamu,KyaukPyin Chaung",Sagaing,tamu,KyaukPyin Chaung
0012/2014,"Mandalay Golden Friend Co.,Ltd",Large,Coal,192,"84 I/7(787020,793018, 795018, 792000, 788000,791005,787000)",17/12/14,16/12/24,2014-12-17,2024-12-16,"Sagaing ,Kalaywa,PaluZawa",Sagaing,Kalaywa,PaluZawa
0010/2014,"Kan Pwin Oo Mining Co.,Ltd",Large,Coal,414.28,"84 I /7(769047,774045, 765027, 760029) (803045,808044,800024, 795025)",17/12/14,16/12/24,2014-12-17,2024-12-16,"Sagaing ,Kalaywa,PaluZawa",Sagaing,Kalaywa,PaluZawa
0011/2014,"Htut Khaung Kyaw Mining Co.,ltd",Large,Coal,998.77,"85 I/6(836310,855310, 855300, 857300,857290,853290,853285, 836285)",17/12/14,16/12/24,2014-12-17,2024-12-16,"Sagaing,Mawleik,Kawe Pyin",Sagaing,Mawleik,Kawe Pyin
0013/2014,"Htoo Han Thit Co.,Ltd",Large,Coal,95.5,"84 I /2+3+6+7(752077,752071, 749063, 746064,750076,751075) (742063,746062,745060,742061)",24/12/14,23/12/24,2014-12-24,2024-12-23,"Sagaing,Kalay,Kyatfanat Chaung",Sagaing,Kalay,Kyatfanat Chaung
0001/2009,"Max Myanmar Gorup Co.,Ltd",Large,Limestone,230,"94A/6(887682,894682,984672, 885672,885679,887679)",18/8/09,17/8/19,2009-08-18,2019-08-17,"Naypyitaw,Lewe,TaungFelar",Naypyitaw,Lewe,TaungFelar
0048/2011,NayPyiTaw City Development Committee,Large,Limestone,150,"94A/6(873680,885680,885670, 871672)",31/8/11,30/8/35,2011-08-31,2035-08-30,"Naypyitaw,Lewe,TaungFelar",Naypyitaw,Lewe,TaungFelar
0001/2012,"SIMCO Song Da JointStock Co.,Ltd",Large,Marble,585.72,"85J/10(701725,698737,702743, 702747, 700751, 703754,704758, 705761, 706763, 707763,707762, 706758,706746,712741, 714734, 709724,703723)",16/3/12,15/3/32,2012-03-16,2032-03-15,"Rakhine ,Taunggoke,Nayuputaung",Rakhine,Taunggoke,Nayuputaung
5/1999,"Myanmar Pongpipat Co.,Ltd",Large,Tin/Tungsten Mixed,2105.6,"95J/8(443626,457625,454627, 453640, 46040, 459644,463648, 463570,459671, 457668, 458660, 455653,448654,444658,438658, 437659,427659,424652,433632, 443627)",7/1/14,30/6/19,2014-01-07,2019-06-30,"Taninthayi,Dawei,Heinda",Tanintharyi,Dawei,Heinda
27/1999,"Myanmar Tin-Tungsten Co.,Ltd",Large,Tin/Tungsten Mixed,295,"95P/3(227464,237465,245462, 246458, 237462,231462,242436, 240427, 238427, 240436,236444, 234449,230457)",3/7/13,30/11/14,2013-07-03,2014-11-30,"Taninthayi,Taninthayi,Thein Daw",Tanintharyi,Taninthayi,Thein Daw
40/2000,"Ngwe Ka Ba Myanmar Co.,Ltd",Large,Tin/Tungsten Mixed,1920,"95L/13(792243,808233,816248,802257)",11/1/00,31/10/15,2000-01-11,2015-10-31,"Taninthayi, Pa Law,Pa Law Arman",Tanintharyi, Pa Law,Pa Law Arman
2/2002,"A& A Natural Resources Development Co.,Ltd",Large,Tin/Tungsten Mixed,1654,"95J/7(250850,275850,275880, 305880)",28/2/12,27/2/17,2012-02-28,2017-02-27,"Taninthayi,Ya Phyu,Ka Lon Ta",Tanintharyi,Ya Phyu,Ka Lon Ta
6/2002,"No(2)Heavy Industry,Ministry of Industry",Large,Glass Sand,194.32,96  I /11(502224),28/2/12,27/2/17,2012-02-28,2017-02-27,"Taninthayi,Boptepyin,Alaeman ,",Tanintharyi,Boptepyin,Alaeman 
8/2004,"Silver Bright Co.,Ltd",Large,Tin/Tungsten Mixed,2920,"95J/7(327790,325779,324778, 323764, 336762,338754,346752, 357755,344763, 345764,342780, 343783,342790)",8/12/04,8/11/14,2004-12-08,2014-11-08,"Taninthayi,Dawei,Hermyingyi",Tanintharyi,Dawei,Hermyingyi
0001/2010,"Delco Co,Ltd",Large,Tin/Tungsten Mixed,2087,95F/14+95J/2,1/5/10,1/4/20,2010-05-01,2020-04-01,"Taninthayi,Ya Phyu,Kan Bouk",Tanintharyi,Ya Phyu,Kan Bouk
0005/2010,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,500,"95K/9(692306,712306,712292, 692926)",26/3/10,25/3/35,2010-03-26,2035-03-25,"Taninthayi,Dawel,BanChaung(1)",Tanintharyi,Dawel,BanChaung(1)
0006/2010,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,500,"95K/9(714278,734278,734264, 714264)",26/3/10,25/3/35,2010-03-26,2035-03-25,"Taninthayi,Dawel,BanChaung(2)",Tanintharyi,Dawel,BanChaung(2)
0007/2010,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,500,"95K/9(740248,760248,760234, 740234)",26/3/10,25/3/35,2010-03-26,2035-03-25,"Taninthayi,Dawel,BanChaung(3)",Tanintharyi,Dawel,BanChaung(3)
0001/2012,"ThanPhyoThu Mining Co.,Ltd",Large,Coal,1652,"96 J/13(A-J 960 830,B- J 980 830,C- J 980 790,D- J 960 790)",2/1/12,31/1/22,2012-01-02,2022-01-31,"Taninthayi,Bokepyin,Laynar",Tanintharyi,Bokepyin,Laynar
0005/2012,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,200,"95K/5 -O(720300,730300,730290, 720290)",30/5/12,29/5/22,2012-05-30,2022-05-29,"Taninthayi,Dawel,BanChaung(4)",Tanintharyi,Dawel,BanChaung(4)
0006/2012,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,200,"95K/9-O(682280,692280,692270, 682270)",30/5/12,29/5/22,2012-05-30,2022-05-29,"Taninthayi,Dawel,BanChaung(5)",Tanintharyi,Dawel,BanChaung(5)
0007/2012,"May Flower Mining Enterprise Co.,Ltd",Large,Coal,200,"95K/9-O(735273,745273,745263, 735263)",30/5/12,29/5/22,2012-05-30,2022-05-29,"Taninthayi,Dawel,BanChaung(6)",Tanintharyi,Dawel,BanChaung(6)
0008/2012,"Diamond Shark Mining Co.,Ltd",Large,Tin/Tungsten Mixed,692,"95L/16+P/4(058355,059355, 059328, 063323, 061322,060323, 059320, 055318,056317, 064322, 067317, 058310,048322,048342)",25/4/12,24/4/22,2012-04-25,2022-04-24,"Taninthayi,Taninthayi,Lethar taung",Tanintharyi,Taninthayi,Lethar taung
0004/2013,"Ngwe Ka Bar Myanmar Co.,Ltd",Large,Tin/Tungsten Mixed,812.14,"95L/11(737390,745390,745384,737384)",5/9/13,5/8/23,2013-09-05,2023-08-05,"Taninthayi,KyunSu,KwelKhayan",Tanintharyi,KyunSu,KwelKhayan
0008/2013,"24 Hour Mining & Industry Co.,Ltd",Large,Limestone,2880,"96M/2+6(350645,360645,360600, 350600, 350545,340545,340615, 350615) (322652,327652,327653, 322635) (325530,332530,332504, 325504)",16/9/13,15/9/23,2013-09-16,2023-09-15,"Tanintharyi,Tanintharyi,              A Yu Chaung Phyar",Tanintharyi,Tanintharyi,              A Yu Chaung Phyar
0002/2015,"Mining World Mining Co.,Ltd",Large,Tin/Tungsten Mixed,403.93,"95J/8(297603,297607,305607, 302602, 309600,309590,300590, 293590)",1/12/15,1/11/25,2015-12-01,2025-11-01,"Tanintharyi,Dawei,PaKaryi",Tanintharyi,Dawei,PaKaryi
0004/2010,Myanmar Economic Corporation,Large,Coal,3400,"93P/6(376120,398120,398111,402111,402100, 411100,411092, 420092,420080,412080, 412070, 386070,386080,376080)",18/3/10,17/3/35,2010-03-18,2035-03-17,"Shan,Miesat,MieKhuck",Shan,Miesat,MieKhuck
14/2000,"Triple""A""Cement International Co.,Ltd",Large,Coal,70.23,"93E/8(145783,219729,202699, 1287432)",23/12/12,4/6/15,2012-12-23,2015-06-04,"Shan(N),Hsipaw,Samlaung",Shan,Hsipaw,Samlaung
17/2000,Myanamar Economic Corporation,Large,Gypsum,78.78,"93F/6(222214,226220,229222, 230221, 231217,225213,224214, 223213)",6/1/00,31/5/25,2000-01-06,2025-05-31,"Shan(N),HSipaw,ManKaung",Shan,HSipaw,ManKaung
2/2004,"UE Export & Import Co.,Ltd",Large,Coal,1831,"93F/10(194670,194700,170700, 170670)",31/3/04,30/3/19,2004-03-31,2019-03-30,"Shan(N),Hsipaw,MaKhaw",Shan,Hsipaw,MaKhaw
0006/2010,"Win Myint Mo Industries Co.,Ltd",Large,Lead & Zinc Concentrates,9495.6,"93E/8(145783,219729,202699, 1287432)",31/12/09,30/12/24,2009-12-31,2024-12-30,"Shan(N),Namtu,Numtu-Bawdwin",Shan,Namtu,Numtu-Bawdwin
0009/2010,"Linpyae Mining Co.,Ltd",Large,Lead Concentrates,2479.33,"93B/6(280050,280020), 93B/10(320050,320020)",5/1/10,30/4/20,2010-01-05,2020-04-30,"Shan(N),NaungCho,Doepin Tract",Shan,NaungCho,Doepin Tract
0013/2010,"NgweYi Palae Mining Co.,Ltd",Large,Coal,2796.75,"93F/10+14(710200,763244, 780275, 806264, 710191)",31/8/10,30/8/20,2010-08-31,2020-08-30,"Shan(N),Hsipaw,Numma",Shan,Hsipaw,Numma
0004/2011,"Green Strategic Mining Co.,Ltd",Large,Quartz,992.38,"93E/10(574484,584484,584470, 574470)",18/1/11,17/1/21,2011-01-18,2021-01-17,"Shan(N),Kutkhaing,MantMie",Shan,Kutkhaing,MantMie
0018/2011,Yaung Investment Group,Large,Bauxite,1004,"Block(1) 93 B/12( A - 070 865, B -  066 857,C - 070 852, D - 083 851, E - 083 865, F - 080 868,Block(2) 93 B/15&16( A - 369 969, B -  368 945,C - 380 945, D - 379 951, E - 381 960, F - 383 969)",2/4/11,2/3/21,2011-04-02,2021-03-02,"Shan(N),NaungCho,LongWai",Shan,NaungCho,LongWai
0019/2011,"Mie Htat Co.,Ltd",Large,Coal,148.2,"Block(1) 93J/1,2,5&6(EU 276 383,FU 278 383, GU 278 371,HU 276 371)Block(2)93 J/1,2,5,6   (A - U 282 408,B - U 284 408,C- U 284 396, D- U 282 396)Block(3) 93 J/1,2,5,6(I - U 257 338,J - U 259 338,K - U 259 327,L - U 257 327)",15/2/11,14/2/21,2011-02-15,2021-02-14,"Shan(N),TankYang,Manpan-Monema",Shan,TankYang,Manpan-Monema
0020/2011,"Mie Htat Co.,Ltd",Large,Coal,42.23,93  J,15/2/11,14/2/21,2011-02-15,2021-02-14,"Shan(N),Lashio,Narhlyan",Shan,Lashio,Narhlyan
0021/2011,"NgweYi Palae Mining Co.,Ltd",Large,Coal,200,"93J/2(278063) 93J/7(032246, 035243, 036239, 037237)93J/6 (295060,292064,286065 )",16/2/11,15/2/21,2011-02-16,2021-02-15,"Shan(N),Lashio,Harput",Shan,Lashio,Harput
0028/2011,"NgweYi Palae Mining Co.,Ltd",Large,Bauxite,980,"93B/7(961152,961118,974127, 990130,990143)",3/8/11,3/7/21,2011-08-03,2021-07-03,"Shan(N),kyaukme,BankBwekyin",Shan,kyaukme,BankBwekyin
0030/2011,"NgweYi Palae Mining Co.,Ltd",Large,Limestone,450,"93B/10(283087,294093, 304085,289097)",3/8/11,3/7/21,2011-08-03,2021-07-03,"Shan(N),Naung Cho,LongYone",Shan,Naung Cho,LongYone
0039/2011,"NgweYi Palae Mining Co.,Ltd",Large,Coal,465,"93J/2(1740872,175073,186075, 184083) (178064,180055,190057, 188066,185065, 185066)(902247, 904240,911240,911245, 909247)",30/3/11,29/3/21,2011-03-30,2021-03-29,"Shan(N),TankYang,NgarNgwe",Shan,TankYang,NgarNgwe
0038/2011,"NgweYi Palae Mining Co.,Ltd",Large,Gupsum,150,"93F/6(202197,208197,205184, 202184) (202197,208197,205184, 202184)",30/3/11,29/3/21,2011-03-30,2021-03-29,"Shan(N),Hsipaw,Ywar thit",Shan,Hsipaw,Ywar thit
0049/2011,"NgweYi Palae Mining Co.,Ltd",Large,Coal,150,"93E/16(867667,874666,877654, 869658)",20/10/11,19/10/21,2011-10-20,2021-10-19,"Shan(N),Lashio,MinePar",Shan,Lashio,MinePar
0043/2011,"Directorate of Military office of Chief of Defence Defence Industries, Ministy of Defence",Large,Coal,549.05,"93F/14(794279,803278,819296, 811301, 797287,797285)",5/7/10,5/6/35,2010-07-05,2035-06-05,"Shan(N),Lashio,NanMa",Shan,Lashio,NanMa
0001/2013,"First Resource Co,.Ltd",Large,Gypsum,153.92,"93F/6(158128,167127,167123,170124,172123, 162114, 160116, 164120,160120)",1/1/13,31/12/23,2013-01-01,2023-12-31,"Shan(N),Hsipaw,Khar Lai",Shan,Hsipaw,Khar Lai
0002/2014,"Htun Kywe Paw Co.,Ltd",Large,Coal,453.99,93B/7,4/2/14,4/1/24,2014-02-04,2024-01-04,"Shan(N),Kyauk Me,Hein Sink",Shan,Kyauk Me,Hein Sink
0003/2015,"Triple""A""Cement International Co.,Ltd",Large,Gypsum,150,"93F/6(194188,197186,185165, 182166)",2/4/15,2/3/25,2015-04-02,2025-03-02,"Shan(N),Hsipaw,KwinPyin",Shan,Hsipaw,KwinPyin
16/1999,"Dragon Cement Co.,Ltd",Large,Limestone,282.62,93 D,24/8/99,23/8/19,1999-08-24,2019-08-23,"Shan(S),PingLaung,LonePyin",Shan,PingLaung,LonePyin
20/1999,Cornerstone Resources Myanmar Co.,Large,Zinc,1977,"A 93 H NW 20° 36'07"" N 97° 27'09"",B 93 H NE 20° 36'07"" N 97° 30'01"",C 93 H NS 20° 32'51"" N 97° 27'09"",D 93 H NW 20° 32'51"" N 97° 30'01"")",10/12/99,10/11/19,1999-12-10,2019-11-10,"Shan(S),Mong Pawn,Long chain",Shan,Mong Pawn,Long chain
2/2013,Eden Energy and Natural Resources Development,Large,Coal,544,"93D/11(250746,252747,251747, 249750, 252751,252754,254753, 256755,259752, 260750,262730, 270726,271722, 268722, 266725, 263725,266727, 259732,254738, 252742)",3/11/03,3/10/23,2003-11-03,2023-10-03,"Shan(S),Pinlong,Tekyit",Shan,Pinlong,Tekyit
3/2005,"No(3)Heavy Industry,Ministry of Industry",Large,Gypsum,1756.19,92H/12,20/1/05,19/1/25,2005-01-20,2025-01-19,"Shan(S),Moukmel,Namlut",Shan,Moukmel,Namlut
0012/2010,"Top Ten Star Co.,Ltd",Large,Lead,418,"93D/13LM(317352,318354,320351,320349, 319348,317350)",7/1/10,30/6/20,2010-01-07,2020-06-30,"Shan(S),Kalawa ,Bawsai",Shan,Kalawa ,Bawsai
0029/2011,"NgweYi Palae Mining Co.,Ltd",Large,Coal,2180,"93G/1(733577,760577,760540,730563,733563)",3/8/11,3/7/21,2011-08-03,2021-07-03,"Shan(S),Bawsai,KaungPonChaung",Shan,Bawsai,KaungPonChaung
0033/2011,"KBZ Industries Co.,Lte",Large,Limestone,642.06,"93H/2M(739075,745073,749088, 743090)",25/3/11,24/3/21,2011-03-25,2021-03-24,"Shan(S),Taunggyi,PengPet",Shan,Taunggyi,PengPet
0002/2012,"GEO Asia Industry & Mining Co.,Ltd",Large,Gold,6726.2,93D/6,12/3/11,12/2/16,2011-03-12,2016-02-12,"Shan(S),Kalaw,ShweMinBone",Shan,Kalaw,ShweMinBone
0012/2012,"SanPya Industries Co.,Ltd",Large,Barite,150,"93C/7+8(943769,944767,947770, 950765, 951766,947774)",14/9/12,13/9/22,2012-09-14,2022-09-13,"Shan(S),YwaNgam,DoteHtoeYae",Shan,YwaNgam,DoteHtoeYae
0002/2013,"United Masterprise Co,.Ltd",Large,Barite,101.42,"93D/9(290414,291414,295397, 296397)",1/1/13,31/12/23,2013-01-01,2023-12-31,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0001/2014,GPS Jointventure Company,Large,Lead,495,93C/16 93D/13LM,22/1/14,22/1/29,2014-01-22,2029-01-22,"Shan(S),Kalaw,Bawsai",Shan,Kalaw,Bawsai
0001/2014,"Dragon Cement Co.,Ltd",Large,Coal,350,"93G/12H/9(396440,413433, 414427,395428)",28/2/14,27/2/24,2014-02-28,2024-02-27,"Shan(S),NamSan,KyukYaLai",Shan,NamSan,KyukYaLai
0004/2015,"Triple""A""Cement International Co.,Ltd",Large,Limestone,63,"93C/F(841020,845018,840013, 836016)",2/11/15,2/10/25,2015-11-02,2025-10-02,"Shan(S),YwaNgam,KaNyuntTaung",Shan,YwaNgam,KaNyuntTaung
0014/2014,"KBZ Industries Co.,Lte",Large,Gypsum,250,"93H/12S(381395,387395,387392, 394392, 394380,387380,387388 ,381387)",30/12/14,30/12/24,2014-12-30,2024-12-30,"Shan(S),Moukmel,Namlut",Shan,Moukmel,Namlut
0142/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,Lead & Zinc,0.20032,"92 K/9 NZ(362126, 369126,369122, -362122)",27/6/14,26/6/15,2014-06-27,2015-06-26,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa
0143/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,Lead & Zinc,0.2003,"92 K/9 NZ(332150, 339150, 339146, 332146)",27/6/14,26/6/15,2014-06-27,2015-06-26,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa
0144/2008,"Myanmar Apex(Panwa) Mining Co.,Ltd",Small,Lead & Zinc,0.2003,"92 K/9 NZ (342150, 349150, -349146,342146)",27/6/14,26/6/15,2014-06-27,2015-06-26,"Kachin,Chipway,PanWa",Kachin,Chipway,PanWa
0484/2010,"San Linn International Export & Import Co.,Ltd",Small,Lead & Zinc,0.2003,"92 J/12 NZ(384370, 388373, 392370, 388366)",8/4/14,8/3/15,2014-04-08,2015-03-08,"Kachin,Chipway,femaw",Kachin,Chipway,femaw
0605/2010,"Shaw SaPar Mining Co.,Ltd",Small,"Lead & Zinc ,Copper",0.0809,"92H/4(790822,798826,790819)",9/9/14,9/8/15,2014-09-09,2015-08-09,"Kachin,Bhamaw,SinKhan",Kachin,Bhamaw,SinKhan
0117/2011,"Jade King Mining Co.,Ltd",Small,Iron,0.2003,"92G/8(233047,237047,237041,233041)",2/4/15,2/3/16,2015-04-02,2016-03-02,"Kachin,WaiMawm,KanTawYan",Kachin,WaiMawm,KanTawYan
0118/2011,"Jade King Mining Co.,Ltd",Small,Iron,0.2003,"92G/8(228047,231047,231041,227041)",2/4/15,2/3/16,2015-04-02,2016-03-02,"Kachin,WaiMaw,KanTawYan",Kachin,WaiMaw,KanTawYan
